First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Get registered by chair on Koinon,Student accept thesis on Koinon,-,-,"This order is determined by the process set up by the university for thesis registration. The chair must first register the thesis on Koinon before the student can accept it. This is a rule established by the university to manage the thesis registration process, but it could be changed if the university decided to alter their procedures.","The student cannot accept a thesis registration that hasn't been created yet, so the chair must register it first."
Get registered by chair on Koinon,Start writing thesis,-,-,-,-
Get registered by chair on Koinon,Conduct regular catch-up meetings,-,Regular catch-up meetings between the student and supervisor during the thesis writing phase are not mandated by university regulations but are a common practice adopted by many chairs and supervisors to ensure student progress and provide guidance.,-,-
Get registered by chair on Koinon,Submit thesis on Koinon,-,-,"The requirement to be registered on Koinon before submitting the thesis is a rule set by the university's administration to manage and track student theses. It's not a governmental law or industry-wide best practice, but rather an internal process established by the university.","This relationship is also a law of nature, as the system requires registration before submission can occur. The student cannot submit a thesis on Koinon without first being registered in the system, creating a logical dependency."
Get registered by chair on Koinon,Present thesis in Colloquium,"According to the university's examination regulations (APSO §18), the student must be enrolled in the program from the start of the thesis work until submission. The colloquium, as per FPSO §46a, typically occurs after the thesis submission. This order is mandated by the university's official regulations.",-,-,"There is also a logical dependency, as the student cannot present a thesis that hasn't been officially registered and worked on."
Student accept thesis on Koinon,Start writing thesis,-,"While it's not strictly mandated, it's generally expected and recommended that students begin writing their thesis after accepting it on Koinon. This ensures proper registration and alignment with official timelines. However, as mentioned in the interviews, students can technically start writing before official registration if they choose to do so.",-,-
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,"Regular catch-up meetings between the student and supervisor are not mandated by the university but are considered a common and beneficial practice. The supervisor mentioned that while the university only requires about 10 minutes per week, it's common for supervisors to have longer weekly meetings with students to provide guidance and support.",-,-
Student accept thesis on Koinon,Submit thesis on Koinon,-,"The student accepting the thesis on Koinon is a necessary step in the registration process, which typically occurs before the thesis writing begins. Submitting the thesis on Koinon happens after the thesis is completed. While this order is not explicitly mandated by law or strict business rules, it is the standard procedure followed by students and faculty to ensure proper registration and submission of the thesis.",-,"The student must accept the thesis registration before they can submit the completed thesis, as the registration creates the necessary record in the system for later submission."
Student accept thesis on Koinon,Present thesis in Colloquium,"According to the Academic and Examination Regulations (FPSO) for the Bachelor's Program, specifically § 46a (1), students are considered registered for the Bachelor Colloquium once they have successfully completed their Bachelor's Thesis. The acceptance of the thesis on Koinon is part of the official registration process, which must occur before the colloquium presentation.",-,-,-
Start writing thesis,Conduct regular catch-up meetings,-,"Regular catch-up meetings between the student and supervisor during the thesis writing phase are not mandated by the university but are commonly practiced by supervisors to ensure the student's progress and provide guidance. The supervisor mentioned that while the university mandates only 10 minutes per week, they usually conduct longer weekly meetings with bachelor students.",-,-
Start writing thesis,Submit thesis on Koinon,-,-,-,"The relationship between starting to write the thesis and submitting it on Koinon is a law of nature due to a logical dependency. A thesis must be written before it can be submitted, as there needs to be content to upload to the Koinon system. It's impossible to submit a non-existent thesis."
Start writing thesis,Present thesis in Colloquium,"According to the examination regulations set by the university, the colloquium must take place after the thesis is submitted. Since writing precedes submission, the colloquium (presentation) must occur after the thesis writing has started.",-,-,"The student cannot present a thesis that hasn't been written yet, creating a logical dependency between writing and presenting."
Conduct regular catch-up meetings,Submit thesis on Koinon,-,Regular catch-up meetings between the student and supervisor are not mandated by the university but are considered a best practice to ensure the student's progress and provide guidance throughout the thesis writing process. These meetings typically occur before the thesis submission and are aimed at improving the quality of the work.,-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,"Regular catch-up meetings are a common practice among supervisors to ensure the student's progress and prepare them for the final presentation, but they are not mandated by university regulations. The colloquium, however, is a formal requirement that occurs after the thesis submission.",-,-
Submit thesis on Koinon,Present thesis in Colloquium,"According to the examination regulations set by the university, specifically § 46a of the Academic and Examination Regulations (FPSO) for the Bachelor's Program in Information Engineering, the Colloquium must take place after the thesis is submitted. The regulation states that 'Students are considered registered for the Bachelor Colloquium once they have successfully completed their Bachelor's Thesis' and 'The examination should take place no later than two months after the registration date'.",-,-,-
