First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Write and submit proposal,Student accept thesis on Koinon,-,-,"Both the interviewed student and supervisor clearly say that the proposal is not required by the University but that it is a rule set by each chair, since some chairs do not require it before registering the student. This indicates that the relationship between the two activities is a business rule since it is a rule that is under the full jurisdiction of the chair, a stakeholder of the process.",-
Write and submit proposal,Start writing thesis,-,-,"The requirement to write and submit a proposal before starting the thesis is determined by each chair. Some chairs require a proposal while others do not, indicating that this rule is under the full jurisdiction of the chair, a stakeholder of the process.",-
Write and submit proposal,Conduct regular catch-up meetings,-,"The interviews indicate that while the proposal is required by some chairs and not by others, the regular catch-up meetings are a common practice among supervisors to ensure the student is on track. This suggests that conducting regular catch-up meetings is a best practice rather than a mandated requirement.",-,-
Write and submit proposal,Submit thesis on Koinon,-,-,"The proposal is not required by the University but is a rule set by each chair. Some chairs do not require it before registering the student. This indicates that the relationship between the two activities is a business rule since it is a rule that is under the full jurisdiction of the chair, a stakeholder of the process.",-
Write and submit proposal,Present thesis in Colloquium,-,-,-,-
Get registered by chair on Koinon,Student accept thesis on Koinon,-,-,-,There is a logical dependency between the two activities. The student cannot accept the thesis on Koinon until it has been registered by the chair on the platform. The second activity thus depends on the completion of the first activity.
Get registered by chair on Koinon,Start writing thesis,-,-,-,-
Get registered by chair on Koinon,Conduct regular catch-up meetings,-,"The university mandates a minimal amount of weekly hours for meetings, but it is common practice for supervisors to conduct longer and more frequent meetings to ensure the student is on track. This indicates that while the meetings are not strictly enforced beyond the minimal requirement, they are considered a best practice by the supervisors.",-,-
Get registered by chair on Koinon,Submit thesis on Koinon,The examination regulations set by the university and the Bavarian State Ministry mandate that the student must be registered for the thesis before they can submit it. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.,-,-,-
Get registered by chair on Koinon,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly state that the student must be registered for the thesis before they can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
Student accept thesis on Koinon,Start writing thesis,-,-,-,"There is a logical dependency between the two activities. The student must accept the thesis on Koinon to officially start the thesis process, which includes the formal timeline and requirements. While the student can begin writing informally, the official start is marked by the acceptance on Koinon."
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,"The university mandates a minimal amount of weekly hours for supervision, but it is common practice for supervisors to hold longer and more frequent meetings to ensure the student is on track. This indicates that while the meetings are not strictly enforced by the university, they are considered a superior procedure by the supervisors.",-,-
Student accept thesis on Koinon,Submit thesis on Koinon,-,-,-,There is a logical dependency between the two activities. The student must first accept the thesis on Koinon to officially start the thesis process before they can submit the completed thesis on the same platform.
Student accept thesis on Koinon,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly state that the student must be registered and have their thesis accepted before they can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
Start writing thesis,Conduct regular catch-up meetings,-,"The university mandates a minimal amount of weekly hours for supervision, but it is common practice among supervisors to have longer and more frequent meetings to support the student effectively. This indicates that the regular catch-up meetings are a best practice rather than a strict requirement.",-,-
Start writing thesis,Submit thesis on Koinon,-,-,-,There is a logical dependency between the two activities. You cannot submit a thesis without first writing it. The second activity thus depends on the completion of the first activity to proceed with the process.
Start writing thesis,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly state that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
Conduct regular catch-up meetings,Submit thesis on Koinon,-,"The supervisor mentioned that while the university mandates a minimal amount of weekly hours for meetings, it is common practice for supervisors to have longer and more regular meetings with students to ensure they are on track. This indicates that conducting regular catch-up meetings is a best practice rather than a strict requirement.",-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,-,-,-
Submit thesis on Koinon,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly states that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
