First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Get registered by chair on Koinon,Present thesis in Colloquium,"The examination regulations set by the university clearly state that the colloquium must take place after the thesis has been submitted, which is only possible after the student has been registered on Koinon. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the examination process.",-,-,-
Student accept thesis on Koinon,Start writing thesis,-,-,"The process description indicates that the acceptance of the thesis on Koinon is a step that must occur before the student can officially start writing the thesis. However, it is noted that students can begin working on their thesis before being registered, which suggests that while the acceptance is a common practice, it is not strictly enforced as a rule by the university. Therefore, it falls under the category of a business rule that can be subject to the discretion of the stakeholders involved.",-
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,"The interviews indicate that while regular meetings are common and beneficial for keeping the student on track, they are not mandated by the university. The supervisor and student can choose the frequency of these meetings based on their preferences, making it a best practice rather than a requirement.",-,-
Student accept thesis on Koinon,Submit thesis on Koinon,The examination regulations set by the university mandate that the student must be registered for the thesis before they can submit it. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the behavior of the students in the thesis submission process.,-,-,-
Student accept thesis on Koinon,Present thesis in Colloquium,The examination regulations set by the university mandate that the colloquium must take place after the thesis has been submitted. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the examination process.,-,-,-
Start writing thesis,Conduct regular catch-up meetings,-,"The interviews indicate that while regular meetings are not mandated by the university, they are commonly practiced by supervisors to ensure students stay on track with their thesis work. This suggests that conducting regular catch-up meetings is considered a best practice among supervisors.",-,-
Start writing thesis,Submit thesis on Koinon,-,-,"The process description indicates that while students can start writing their thesis before being officially registered, they must be registered in order to submit it. This indicates that the requirement to submit the thesis is a rule set by the stakeholders (the university and the student service center) that can be changed at their discretion, thus categorizing it as a business rule.",-
Start writing thesis,Present thesis in Colloquium,The examination regulations set by the university clearly state that the presentation of the thesis in the colloquium must occur after the thesis has been submitted. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the examination process.,-,-,-
Conduct regular catch-up meetings,Submit thesis on Koinon,-,"The interviews indicate that while regular meetings are common and beneficial for keeping the student on track, they are not mandated by the university. The supervisors usually conduct these meetings to ensure the student is progressing well, making it a best practice rather than a requirement.",-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,"The interviews indicate that while regular meetings are common and beneficial for keeping the student on track, they are not mandated by the university. Instead, they are a practice that supervisors usually follow to ensure students are adequately prepared for their thesis presentation.",-,-
Submit thesis on Koinon,Present thesis in Colloquium,The examination regulations set by the university clearly mandate that the colloquium must take place after the thesis has been submitted. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the examination process.,-,-,-
