First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Write and submit proposal,Present thesis in Colloquium,"The requirement that the colloquium must occur after the thesis submission is explicitly mandated by the university's examination regulations, which are official rules set by the university and the Bavarian State Ministry.",-,-,-
Get registered by chair on Koinon,Student accept thesis on Koinon,-,-,"The sequence is determined by the internal procedures and policies of the Technical University of Munich. The chair must first register the student and the thesis details on the Koinon portal, which then allows the student to confirm their thesis registration.","The student cannot accept the thesis on Koinon before the chair registers it because the registration by the chair creates the necessary data and context for the student to confirm their thesis. Without the initial registration, there would be no thesis record for the student to accept, leading to a logical dependency."
Get registered by chair on Koinon,Start writing thesis,"The process is regulated by the examination regulations set officially by the university and the Bavarian State Ministry. The registration on Koinon is a formal step that ensures the thesis topic, student, and advisors are officially recorded and approved before any work on the thesis can commence.",-,-,"The student cannot start writing the thesis without being officially registered because the registration provides the necessary formal approval and framework within which the thesis work is to be conducted. Without this registration, the student would not have an officially recognized topic or the necessary permissions to proceed, leading to a deadlock in the process."
Get registered by chair on Koinon,Conduct regular catch-up meetings,-,-,"The sequence is determined by the internal procedures and policies of the Technical University of Munich and its departments. The registration on Koinon is a prerequisite for the student to officially start their thesis work, which includes conducting regular catch-up meetings.","The student cannot conduct regular catch-up meetings regarding their thesis progress without first being officially registered for the thesis. The registration is a logical and data dependency, as it formally initiates the thesis process and allows for the tracking and management of the student's progress."
Get registered by chair on Koinon,Submit thesis on Koinon,-,-,"The process is defined and controlled by the university and its stakeholders, specifically the Student Service Center and the academic departments. The university has established this sequence to ensure proper documentation, tracking, and validation of the thesis process.","The registration by the chair is a prerequisite for the student to be able to submit their thesis. Without the initial registration, the system (Koinon) would not recognize the student's thesis submission, leading to a deadlock. This is a logical dependency where the second activity (submission) cannot occur without the completion of the first activity (registration)."
Get registered by chair on Koinon,Present thesis in Colloquium,The requirement for the student to get registered by the chair on Koinon before presenting the thesis in the colloquium is dictated by the examination regulations set officially by the university and the Bavarian State Ministry.,-,-,The student cannot present the thesis in the colloquium without first being registered by the chair on Koinon because the registration is a prerequisite for the thesis to be officially recognized and graded. This creates a logical dependency where the presentation of the thesis in the colloquium cannot occur without the prior registration.
Student accept thesis on Koinon,Start writing thesis,-,-,"The requirement for the student to accept the thesis on the Koinon portal before starting to write the thesis is a procedural rule set by the Technical University of Munich. This rule is under the full jurisdiction of the university and its stakeholders, and they have the discretion to change or discard this rule if they see fit.","The student cannot start writing the thesis without first accepting it on the Koinon portal because the acceptance marks the official start of the thesis timeline. Without this acceptance, the student would not have an officially recognized thesis topic or a start date, which are necessary to begin the work. This creates a logical dependency where the acceptance must precede the writing phase to ensure proper documentation and adherence to the university's timeline for thesis submission."
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,-,"The sequence is determined by the internal procedures and policies of the Technical University of Munich. Accepting the thesis on Koinon is a formal step that marks the official start of the thesis period, which is necessary before conducting regular catch-up meetings.","The student cannot conduct regular catch-up meetings regarding the thesis progress without first accepting the thesis on Koinon. Accepting the thesis is a prerequisite for starting the thesis work, creating a logical dependency."
Student accept thesis on Koinon,Submit thesis on Koinon,-,-,"The sequence is determined by the internal procedures and policies of the Technical University of Munich and the Koinon platform. The process involves the student accepting the thesis on the Koinon portal, which then officially starts the four-month period for thesis submission. This rule is under the jurisdiction of the university and can be modified or discarded at their discretion.","The student cannot submit the thesis on Koinon without first accepting it because the acceptance step officially starts the timeline for submission. This creates a logical dependency where the submission cannot occur without the prior acceptance, as the system would not recognize the thesis as valid for submission without the initial acceptance step."
Student accept thesis on Koinon,Present thesis in Colloquium,It is mandated by the university's examination regulations that the colloquium must happen after the thesis is submitted.,-,-,-
Start writing thesis,Conduct regular catch-up meetings,-,"The regular meetings with the advisor are commonly accepted and practiced by supervisors and students to ensure the thesis progresses smoothly, but are not mandated by any university rule or governmental law.",-,"The student must start writing the thesis before conducting regular catch-up meetings because the meetings are meant to check the progress of the thesis. Without starting the thesis, there would be no progress to discuss or review in the meetings, creating a logical dependency."
Start writing thesis,Submit thesis on Koinon,-,-,The sequence is determined by the internal procedures and policies of the Technical University of Munich and its departments. The process involves the student starting to write the thesis after the topic has been registered and approved on the Koinon portal.,The student cannot submit the thesis on Koinon without first writing it. This is a logical dependency because the act of submission inherently requires the existence of a completed thesis.
Start writing thesis,Present thesis in Colloquium,The university's examination regulations mandate that the colloquium must occur after the thesis is submitted.,-,-,Presenting a thesis in a colloquium logically requires that the thesis has been written first. You cannot present something that does not exist.
Conduct regular catch-up meetings,Submit thesis on Koinon,-,"Regular catch-up meetings are typically conducted to ensure that the student is on track with their thesis work, to provide guidance, and to address any issues that may arise during the research and writing process. These meetings are generally accepted as a superior approach to managing the thesis process, ensuring better outcomes for both the student and the advisor.",-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,"Regular catch-up meetings are generally accepted as beneficial by students and supervisors to ensure the thesis is on track, but they are not mandated by any law or regulation.",-,-
Submit thesis on Koinon,Present thesis in Colloquium,"The requirement that the colloquium must occur after the thesis submission is mandated by the university's examination regulations, which are official rules set by the university and the Bavarian State Ministry.",-,-,-
