First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Write and submit proposal,Submit thesis on Koinon,-,-,"The proposal is a requirement set by some chairs, but not all, as indicated by both the supervisor and the student in their interviews. The supervisor states, 'It is up to each chair to decide if they require a propsal or not.' This shows that the proposal is not a university-wide mandate but a rule established by individual chairs, making it a business rule that can be changed at the discretion of the chair.",-
Write and submit proposal,Present thesis in Colloquium,-,-,-,"There is a logical dependency between these activities. The proposal is an initial step in the thesis process, while the colloquium presentation occurs after the thesis is completed and submitted. The student must write and submit a proposal, then complete the entire thesis before they can present it in the colloquium. This order is inherent to the process and cannot be reversed."
Get registered by chair on Koinon,Student accept thesis on Koinon,-,-,"The Student Service Center representative explains that after the chair registers the student via Koinon portal, 'the student has to confirm the thesis via Koinon too.' This indicates a process established by the university (a stakeholder) to manage thesis registration, which can be changed at their discretion. It's not mandated by external governmental laws or widely accepted as an industry best practice.",There is also a logical dependency between these activities. The student cannot accept a thesis on Koinon that hasn't been registered by the chair first.
Get registered by chair on Koinon,Start writing thesis,-,-,-,-
Get registered by chair on Koinon,Conduct regular catch-up meetings,-,"The supervisor mentions that while the university mandates a minimum of 0.2 semester weekly hours (about 10 minutes per week) for the bachelor thesis, supervisors usually conduct longer weekly meetings with students. This indicates that regular catch-up meetings are not strictly required by university regulations but are considered a superior procedure by supervisors, making it a best practice.",-,-
Get registered by chair on Koinon,Submit thesis on Koinon,"According to the Student Service Center, the student must be registered for the thesis in Koinon before they can submit it. This is a requirement set by the university system and enforced through the Koinon platform, which is used for official thesis registration and submission. The examination regulations also state that the student must be enrolled in the program from the start of the thesis work until submission, which implies proper registration.",-,-,-
Get registered by chair on Koinon,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly state that the thesis must be registered and submitted before the student can present it in the colloquium. This is evident in the FPSO §46a (1), which states that students are considered registered for the Bachelor Colloquium once they have successfully completed their Bachelor's Thesis. This indicates that the relationship between the two activities is governed by a governmental law, as it is a rule created and enforced by the university and the Bavarian state ministry to regulate the examination process.",-,-,-
Student accept thesis on Koinon,Start writing thesis,-,-,-,"There is no strict law of nature relationship between these activities. The student can technically start writing the thesis before accepting it on Koinon, as mentioned by both the student and the Student Service Center. The student said, 'you can write the thesis without being registered, but in order to submit it, you must be registered.' The Student Service Center also confirmed that they cannot prove if a student starts writing before official registration. However, the official process expects these activities to occur in this order."
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,"The supervisor mentions that while the university mandates a minimum of 10 minutes per week for meetings, it's common practice for supervisors to conduct longer weekly meetings with bachelor students. The student also confirms that regular meetings (weekly or bi-weekly) are common but not a university rule. This indicates that the regular catch-up meetings are a best practice adopted by supervisors to ensure students stay on track, rather than a strict requirement.",-,-
Student accept thesis on Koinon,Submit thesis on Koinon,-,-,-,"There is a logical dependency between these two activities. The student must first accept the thesis registration on Koinon before they can submit the completed thesis on the same platform. Accepting the thesis on Koinon is part of the registration process, which initiates the thesis writing period. Only after this registration and acceptance can the student proceed to work on and eventually submit the thesis."
Student accept thesis on Koinon,Present thesis in Colloquium,"According to the examination regulations set by the university and the Bavarian State Ministry, specifically in § 46a of the Academic and Examination Regulations (FPSO) for the Bachelor's Program in Information Engineering, it is stated that 'Students are considered registered for the Bachelor Colloquium once they have successfully completed their Bachelor's Thesis in the Information Engineering degree program.' This indicates that the thesis must be accepted and completed before the student can present it in the colloquium.",-,-,-
Start writing thesis,Conduct regular catch-up meetings,-,"The supervisor mentions that while the university mandates a minimal amount of contact time (0.2 semester weekly hours), it is common practice for supervisors to conduct longer, more frequent meetings. The student also confirms that regular meetings (weekly or bi-weekly) are common but not a university rule. This indicates that these regular catch-up meetings are a best practice adopted by supervisors to ensure better guidance and progress tracking during the thesis writing process.",-,-
Start writing thesis,Submit thesis on Koinon,-,-,-,There is a logical dependency between the two activities. You cannot submit a thesis without first writing it. The second activity depends on the completion of the first activity to proceed with the process.
Start writing thesis,Present thesis in Colloquium,"According to the examination regulations set by the university and the Bavarian State Ministry, the thesis must be completed and submitted before the colloquium can take place. The regulations state that 'Students are considered registered for the Bachelor Colloquium once they have successfully completed their Bachelor's Thesis' and that 'the examination should take place no later than two months after the registration date'. This indicates that the relationship between starting to write the thesis and presenting it in the colloquium is governed by official university regulations.",-,-,"There is also a logical dependency between these activities, as one cannot present a thesis that has not been written yet. The content of the thesis is necessary for the presentation."
Conduct regular catch-up meetings,Submit thesis on Koinon,-,"The supervisor mentions that weekly meetings are common practice, stating 'what the supervisors usually do is to have the longer weekly meetings with the bachelor students.' The student also confirms this, saying 'It's common that all supervisors have a regular weekly or bi-weekly meetings, but it's not a university rule, it's just what the supervisors usually do.' This indicates that regular meetings are a widely accepted superior procedure, but not mandated by university regulations, making it a best practice.",-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,"Regular catch-up meetings are not mandated by the university or examination regulations, but are described by both the supervisor and student as a common practice. The supervisor states, 'what the supervisors usually do is to have the longer weekly meetings with the bachelor students.' This indicates that these meetings are considered a superior procedure by the thesis supervisors, hence a best practice.",-,-
Submit thesis on Koinon,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly states that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
