sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Get registered by chair on Koinon;Present thesis in Colloquium;The university's examination regulations mandate that the colloquium must happen after the thesis is submitted, which implies the student must first be registered and submit their thesis before presenting in the colloquium;-;-;-
Student accept thesis on Koinon;Start writing thesis;-;-;The student must formally accept the thesis on the Koinon portal after the thesis is registered by the chair, which is a procedural requirement of the organization's thesis submission process;Data Dependency - The student cannot accept a thesis on Koinon without the thesis first being registered on the platform by the chair
Student accept thesis on Koinon;Conduct regular catch-up meetings;-;After accepting the thesis on Koinon, it is a common academic practice to have regular catch-up meetings to monitor progress, provide guidance, and ensure the student is on track with their thesis development;-;-
Student accept thesis on Koinon;Submit thesis on Koinon;-;-;The order is determined by the organization's process flow where the student must first accept the thesis on the Koinon platform before being able to submit it, which is a rule under the jurisdiction of the stakeholders;Data Dependency - The student cannot submit a thesis without first accepting it on the platform
Student accept thesis on Koinon;Present thesis in Colloquium;The university's examination regulations mandate that the colloquium must happen after the thesis is submitted;-;-;-
Start writing thesis;Conduct regular catch-up meetings;-;Regular meetings with the supervisor are a common practice in academic thesis work to track progress, provide guidance, and ensure the student is on the right track, but are not a strict legal or mandatory requirement;-;-
Start writing thesis;Submit thesis on Koinon;-;-;The order of starting to write a thesis and submitting it on Koinon is a procedural requirement set by the organization, which can be modified at their discretion. The context indicates that students have a four-month period to write and upload their thesis after registration on the Koinon platform.;-
Start writing thesis;Present thesis in Colloquium;The examination regulations mandate that the colloquium must occur after the thesis submission, which implies a specific order of activities;-;-;-
Conduct regular catch-up meetings;Submit thesis on Koinon;-;Regular catch-up meetings are typically conducted after thesis submission to discuss progress, review the work, and provide feedback during the evaluation period;-;-
Conduct regular catch-up meetings;Present thesis in Colloquium;-;Regular meetings with the supervisor are recommended to track thesis progress, discuss development, and get guidance, but are not mandatory. The supervisor typically advises on thesis completion and readiness for presentation.;-;-
Submit thesis on Koinon;Present thesis in Colloquium;The university's examination regulations mandate that the colloquium must happen after the thesis is submitted;-;-;-
