First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Get registered by chair on Koinon,Student accept thesis on Koinon,-,-,"The chair registers the student on Koinon, and then the student accepts the thesis on Koinon. This is a business rule that is under the jurisdiction of the university and can be changed at their discretion.",-
Get registered by chair on Koinon,Start writing thesis,-,-,"The supervisor mentioned that the student can start working on the thesis before being registered, but it is not how it is supposed to happen. The student service center also mentioned that they cannot prove if someone starts writing before being registered, but officially the process should be that the student has four months to search for topics, write the thesis, and upload the thesis.",-
Get registered by chair on Koinon,Conduct regular catch-up meetings,-,"The supervisor mentioned that the university mandates 0.2 semester weekly hours for the bachelor thesis, which represents maybe 10 minutes or so per week. However, the supervisor also mentioned that this is not realistic because a bachelor thesis student didn't write a thesis before, so they are learning, they have several mistakes and so on. So what the supervisors usually do is to have the longer weekly meetings with the bachelor students.",-,-
Get registered by chair on Koinon,Submit thesis on Koinon,-,-,"The student service center states that the student can start writing the thesis before being registered, but they must be registered to submit the thesis. This is a rule that is under the jurisdiction of the university and can be changed at their discretion.","Data Dependency: The student cannot submit the thesis without being registered, as the system requires the student to be registered to upload the thesis."
Get registered by chair on Koinon,Present thesis in Colloquium,"The examination regulations state that the colloquium must happen after the thesis is submitted, and the thesis can only be submitted after the student is registered on Koinon.",-,-,"Data Dependency: The colloquium is a presentation of the thesis, which cannot be presented before the thesis is written and submitted."
Student accept thesis on Koinon,Start writing thesis,-,-,"The student service center states that the student can start writing the thesis before being registered on Koinon, but the official process is to start writing after being registered. This is a rule that can be changed by the university or the student service center.",-
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,"The supervisor mentioned that the university mandates 0.2 semester weekly hours for the bachelor thesis, which represents maybe 10 minutes or so per week. However, the supervisor also mentioned that this is not realistic because a bachelor thesis student didn't write a thesis before, so they are learning, they have several mistakes and so on. So what the supervisors usually do is to have the longer weekly meetings with the bachelor students.",-,-
Student accept thesis on Koinon,Submit thesis on Koinon,-,-,-,You cannot submit a thesis without first accepting it on the platform.
Student accept thesis on Koinon,Present thesis in Colloquium,"The examination regulations of the Technical University of Munich mandate that the colloquium must happen after the thesis is submitted. The student accepts the thesis on Koinon, which is the platform used for thesis submission.",-,-,"Data Dependency: The colloquium is a presentation of the thesis, which cannot be presented before the thesis is submitted."
Start writing thesis,Conduct regular catch-up meetings,-,"The supervisor mentioned that the university mandates 0.2 semester weekly hours for the bachelor thesis, which represents maybe 10 minutes or so per week. However, the supervisor also mentioned that this is not realistic because a bachelor thesis student didn't write a thesis before, so they are learning, they have several mistakes and so on. So what the supervisors usually do is to have the longer weekly meetings with the bachelor students.",-,-
Start writing thesis,Submit thesis on Koinon,-,-,"The supervisor states that the student can start writing the thesis before being registered, but they must be registered to submit the thesis. This is a rule that is not mandated by the university, but is a rule that the supervisor and student service center follow.",Data Dependency: You cannot submit a thesis without having written it.
Start writing thesis,Present thesis in Colloquium,The examination regulations of the Technical University of Munich mandate that the colloquium must happen after the thesis is submitted.,-,-,Data Dependency: You cannot present a thesis without having written it.
Conduct regular catch-up meetings,Submit thesis on Koinon,-,"The supervisor suggests that regular meetings are a best practice to ensure the student is on track for their thesis, but it is not a requirement of the university.",-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,"The supervisor suggests that regular meetings are a best practice to ensure the student is on track for their thesis, but it is not a requirement of the university.",-,-
Submit thesis on Koinon,Present thesis in Colloquium,The examination regulations of the Technical University of Munich mandate that the colloquium must happen after the thesis is submitted.,-,-,-
