sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Conduct informal meeting to explain topic;Present thesis in Colloquium;-;The informal meeting is not mandated by any law or regulation, but it is a common practice to ensure the student is comfortable with the topic and the potential outcomes before committing to the thesis. This is a best practice because it helps to avoid wasted time and effort for both the student and the supervisor.;-;-
Write and submit proposal;Get registered by chair on Koinon;-;The proposal is reviewed by the advisor before the student is registered on Koinon. This is a best practice because it allows the advisor to provide feedback on the proposal before the student is officially registered for the thesis. This ensures that the student is on the right track and that the thesis is aligned with the advisor's expectations.;-;-
Write and submit proposal;Student accept thesis on Koinon;-;-;The process description states that the student and supervisor may write a proposal if required, implying that the proposal is not always required. This suggests that the requirement of a proposal is a business rule that can be changed or discarded at the discretion of the stakeholders.;-
Write and submit proposal;Start writing thesis;-;The supervisor suggests that the proposal should be written before starting the thesis, as it helps to ensure that the thesis is realistic and achievable within the timeframe. This is a best practice as it is not a requirement, but it is a good idea to follow.;-;-
Write and submit proposal;Conduct regular catch-up meetings;-;The context mentions that it is common for supervisors to have regular meetings with their students, but it is not a university rule. This suggests that the practice is widely accepted and considered beneficial, but not mandatory. Therefore, it falls under the category of Best Practice.;-;-
Write and submit proposal;Submit thesis on Koinon;-;-;The process description states that the proposal is optional, meaning that the organization has the discretion to require or not require a proposal. This indicates that the requirement of a proposal is a business rule that can be changed by the organization.;-
Write and submit proposal;Present thesis in Colloquium;The university's examination regulations mandate that the colloquium must happen after the thesis is submitted. This is a rule enforced by the university, which is a governmental institution.;-;-;No
Get registered by chair on Koinon;Student accept thesis on Koinon;-;-;The process of registering a thesis on Koinon is a business rule set by the university, which can be changed at their discretion. The order of the activities is determined by the university's workflow for thesis registration.;-
Get registered by chair on Koinon;Start writing thesis;-;-;The process description states that the student service center suggests that students come to their consultation hour or write an email before applying for the thesis in Koinon. This suggests that the registration process is a prerequisite for starting the thesis, which is a rule set by the organization.;Yes, you cannot start writing a thesis without having a topic and being registered for it.
Get registered by chair on Koinon;Conduct regular catch-up meetings;-;-;The student service center suggests that students come to their consultation hour before registering their thesis on Koinon. This is a rule established by the department, not a law or a best practice.;-
Get registered by chair on Koinon;Submit thesis on Koinon;-;-;The process of registering a thesis on Koinon is a business rule set by the university, which can be changed at their discretion. The order of activities is determined by the university's workflow for thesis submission.;-
Get registered by chair on Koinon;Present thesis in Colloquium;-;-;The process of registering the thesis in Koinon is a prerequisite for the student to be able to present their thesis in the Colloquium. This is a rule set by the university, but it is not a law enforced by the government. It is a rule that can be changed by the university at their discretion.;Yes, you cannot present a thesis in a colloquium without having registered it in Koinon
Student accept thesis on Koinon;Start writing thesis;-;-;The process description states that the student has four months to write the thesis after accepting it on Koinon. This is a rule set by the university, but it can be changed at their discretion.;Yes, you cannot start writing a thesis before accepting it on Koinon, as this would be a logical dependency.
Student accept thesis on Koinon;Conduct regular catch-up meetings;-;-;The student service center is involved in the process of accepting the thesis on Koinon, and they are also involved in the process of conducting regular catch-up meetings. The student service center has the authority to change or discard the rule of conducting regular catch-up meetings after the student accepts the thesis on Koinon.;-
Student accept thesis on Koinon;Submit thesis on Koinon;-;-;The process of accepting the thesis on Koinon is a prerequisite for the student to be able to submit the thesis on the same platform. This is a rule set by the university, which can be changed at their discretion.;Yes, you cannot submit a thesis without first accepting it.
Student accept thesis on Koinon;Present thesis in Colloquium;The supervisor explicitly states that the colloquium must happen after the thesis is submitted, and that this is mandated by the university's examination regulations.;-;-;Yes, you cannot present a thesis in a colloquium without having submitted it first.
Start writing thesis;Conduct regular catch-up meetings;-;The meetings are not mandated by the university, but are a common practice among supervisors to ensure the student is on track with their thesis. This is a best practice as it allows for early identification of issues and provides guidance to the student.;-;-
Start writing thesis;Submit thesis on Koinon;-;-;The process of submitting the thesis on Koinon is a step that is required by the university, but it is not a legal requirement. The university could change this rule at any time.;-
Start writing thesis;Present thesis in Colloquium;The examination regulations of the university mandate that the colloquium must happen after the thesis is submitted.;-;-;Yes, you cannot present a thesis without having written it.
Conduct regular catch-up meetings;Submit thesis on Koinon;-;The context suggests that the student service center recommends students to attend consultation hours or write an email before registering for the thesis on Koinon. This is a best practice as it allows the student service center to guide students and ensure they are on the right track before they start working on their thesis. This is not a governmental law as there is no legal requirement for students to attend consultation hours. It is also not a business rule as the student service center can choose to not recommend consultation hours if they deem it unnecessary.;-;-
Conduct regular catch-up meetings;Present thesis in Colloquium;-;-;The supervisor's statement that "Also, while you actually don't need to have very regular meetings with your supervisor, but I chose to have them every two weeks, and people usually prefer to have them at least once a week before submitting the thesis, but that is, of course, your choice" indicates that the frequency of meetings is a matter of choice and preference, not a mandatory requirement. This suggests that the ordering of these activities is a business rule, as it is under the discretion of the supervisor and the student.;-
Submit thesis on Koinon;Present thesis in Colloquium;The supervisor explicitly states that the colloquium must happen after the thesis is submitted, and this is mandated by the university's examination regulations.;-;-;-
