sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Conduct informal meeting to explain topic;Conduct regular catch-up meetings;-;The ordering of these activities is considered a best practice. Both the student and supervisor indicate that regular meetings are not mandated by the university but are commonly done by supervisors. The supervisor mentions, 'I think it's not mandatory by the university, but it's necessary and what the supervisors usually do.' This suggests that these meetings, including the initial topic explanation and subsequent regular catch-ups, are accepted as superior procedures by the thesis supervisors, making them best practices rather than formal rules or laws.;-;-
Conduct informal meeting to explain topic;Submit thesis on Koinon;-;The informal meeting to explain the topic appears to be a common practice among chairs, but it's not explicitly required by university regulations or enforced as a strict business rule. It's described as an 'informal discussion' to explain the thesis topic in detail and gauge the student's interest, which suggests it's a best practice adopted by supervisors to ensure students understand and are comfortable with their topics before formal registration.;-;There is a logical dependency between these activities. The student needs to understand and agree to the topic before they can submit a completed thesis on that topic. The informal meeting provides necessary information and agreement on the topic, which is a prerequisite for writing and subsequently submitting the thesis.
Conduct informal meeting to explain topic;Present thesis in Colloquium;-;-;-;There is a logical dependency between these activities. The informal meeting to explain the topic occurs at the beginning of the thesis process, while the colloquium presentation happens after the thesis is completed and submitted. The student cannot present a thesis that hasn't been started or completed yet.
Write and submit proposal;Get registered by chair on Koinon;-;-;The context indicates that the requirement for a proposal varies among chairs, with some requiring it and others not. This suggests that it's a rule set by individual chairs rather than a university-wide regulation or best practice. The statement 'So it depends on the chairs' clearly shows that this is a decision made at the discretion of each chair, fitting the definition of a Business Rule.;-
Write and submit proposal;Student accept thesis on Koinon;-;-;The context indicates that the proposal is not a universal requirement, but depends on the chair's decision. The statement 'So it depends on the chairs' suggests that some chairs may require a proposal while others may not. This flexibility in requiring a proposal indicates that it's a business rule set by individual chairs rather than a governmental law or a universally accepted best practice.;-
Write and submit proposal;Start writing thesis;-;-;The student explicitly states that the proposal is not mandated by the university but is set by the chair. This indicates that it's a rule under the full jurisdiction of the chair (a stakeholder in the process) and can be changed at their discretion. Some chairs don't require a proposal, further supporting that this is a business rule rather than a university-wide requirement.;-
Write and submit proposal;Conduct regular catch-up meetings;-;The regular catch-up meetings are described as a common practice among supervisors, but not a university rule. The student mentions that 'it's common that all supervisors have regular weekly or bi-weekly meetings, but it's not a university rule, it's just what the supervisors usually do.' This indicates that these meetings are considered a best practice in the thesis writing process, occurring after the proposal submission.;-;-
Write and submit proposal;Submit thesis on Koinon;-;-;-;There is a logical dependency between these activities. The proposal is typically written and submitted at the beginning of the thesis process, while the thesis itself is submitted on Koinon at the end of the process. The thesis cannot be submitted before it is written, which logically follows the proposal stage.
Write and submit proposal;Present thesis in Colloquium;The examination regulations, which are set by the university, mandate that the colloquium must take place after the thesis submission. This indicates that the relationship between these activities is governed by a rule created and enforced by the university to regulate the examination process.;-;-;There is a logical dependency between writing and submitting a proposal and presenting the thesis in a colloquium. The proposal is an early stage of the thesis process, while the colloquium is typically the final presentation of the completed thesis work. It would be illogical to present the thesis before it has been proposed and written.
Get registered by chair on Koinon;Student accept thesis on Koinon;-;-;This order appears to be a business rule set by the university or the department. The process of registering the thesis on Koinon by the chair and then having the student accept it seems to be an internal procedure established to manage and track thesis projects. It's not mentioned as a legal requirement or a widely accepted best practice, but rather as a specific workflow implemented within their system.;There is a logical dependency between these activities. The student cannot accept a thesis on Koinon that hasn't been registered yet, so the chair must register it first before the student can accept it.
Get registered by chair on Koinon;Start writing thesis;The context indicates that the registration on Koinon by the chair is an official process required by the university. The Student Service Center mentions that after the chair registers the student on Koinon, they receive an email notification, and only after their confirmation does the official four-month period for writing the thesis begin. This suggests that the registration process is a formal, institutionalized step mandated by the university, which aligns with the definition of a Governmental Law in this context.;-;-;-
Get registered by chair on Koinon;Conduct regular catch-up meetings;-;-;-;-
Get registered by chair on Koinon;Submit thesis on Koinon;-;-;The order of these activities is determined by the process set up by the university and its departments. The chair must first register the student and thesis details on Koinon before the student can submit their completed thesis. This is a rule established by the university to manage the thesis process, but it's not a governmental law or best practice. It's a specific procedure that the university has put in place, which could potentially be changed if the university decided to alter their process.;There is a logical dependency between these activities. The student cannot submit a thesis on Koinon if they haven't been registered in the system first. The registration creates the necessary data structure and permissions for the student to later submit their thesis.
Get registered by chair on Koinon;Present thesis in Colloquium;According to the examination regulations, 'Students are considered registered for the Bachelor Colloquium once they have successfully completed their Bachelor's Thesis in the Information Engineering degree program'. This implies that registration on Koinon by the chair must occur before the student can present their thesis in the Colloquium, as it is a prerequisite for the thesis completion. This rule is set by the university, which acts as a governmental institution in this context.;-;-;-
Student accept thesis on Koinon;Start writing thesis;The relationship between these activities is governed by the university's official examination process, which is likely mandated by higher education regulations. The context mentions that 'the student officially has four months time to upload the thesis' after accepting it on Koinon. This indicates a formal, institutionalized process that starts the official thesis writing period, suggesting it's a rule created and enforced by the university to regulate the thesis writing process.;-;-;There is a logical dependency between accepting the thesis topic and starting to write it. One cannot officially begin writing a thesis before the topic and start date are formally accepted and registered in the system.
Student accept thesis on Koinon;Conduct regular catch-up meetings;-;-;-;-
Student accept thesis on Koinon;Submit thesis on Koinon;The relationship between these activities is governed by a Governmental Law, specifically the university regulations. The context states, 'So then we will go to Koinon portal to accept the thesis, and from that moment, the student officially has four months time to upload the thesis.' This indicates a formal, institutionalized rule set by the university, which is a governmental institution in this context. The four-month timeframe between acceptance and submission is a strict regulation that students must follow, making it a Governmental Law rather than a Best Practice or Business Rule.;-;-;-
Student accept thesis on Koinon;Present thesis in Colloquium;The supervisor explicitly states that 'it is mandated by the university's examination regulations that the colloquium must happen after the thesis is submitted.' Since the student must accept the thesis on Koinon before submitting it, and the colloquium must occur after submission, this ordering is enforced by the university's examination regulations. These regulations are typically established in conjunction with governmental educational authorities, making this a governmental law.;-;-;-
Start writing thesis;Conduct regular catch-up meetings;-;The regular catch-up meetings are described as a common practice among supervisors, but not a university rule. The student mentions, 'It's common that all supervisors have a regular weekly or bi-weekly meetings, but it's not a university rule, it's just what the supervisors usually do so that you are at pace for your thesis.' This indicates that these meetings are considered a superior procedure by supervisors to ensure student progress, but are not mandated by the university or any governmental law.;-;-
Start writing thesis;Submit thesis on Koinon;The context mentions that 'the student officially has four months time to upload the thesis' after being registered on Koinon. This time limit is likely set by the university or a higher educational authority, making it a governmental law that regulates the thesis submission process. It's not a business rule as it seems to apply universally and not at the discretion of individual departments, and it's more formal than a best practice.;-;-;There is a logical dependency between starting to write the thesis and submitting it. It's impossible to submit a thesis that hasn't been written, so this order is also dictated by a law of nature.
Start writing thesis;Present thesis in Colloquium;The examination regulations, which are set by the university and typically approved by governmental bodies, mandate that the colloquium must occur after the thesis is submitted. This implies that writing the thesis must start before presenting it in the colloquium. The supervisor explicitly states, 'it is mandated by the university's examination regulations that the colloquium must happen after the thesis is submitted.';-;-;There is also a logical dependency between these activities. One cannot present or defend a thesis that hasn't been written yet, making it a law of nature that writing must precede presentation.
Conduct regular catch-up meetings;Submit thesis on Koinon;-;-;-;There is no inherent law of nature that requires regular catch-up meetings to occur before submitting the thesis on Koinon. These activities can theoretically occur in any order or even concurrently.
Conduct regular catch-up meetings;Present thesis in Colloquium;-;The regular catch-up meetings are described as a common practice among supervisors, but not a university rule. The student mentions that 'it's common that all supervisors have regular weekly or bi-weekly meetings, but it's not a university rule, it's just what the supervisors usually do.' This indicates that these meetings are considered a best practice to keep students on track, rather than a mandated governmental law or a strict business rule.;-;-
Submit thesis on Koinon;Present thesis in Colloquium;The supervisor explicitly states that 'it is mandated by the university's examination regulations that the colloquium must happen after the thesis is submitted.' This indicates that the order of these activities is determined by official university regulations, which fall under the category of Governmental Law as they are rules created and enforced by an educational institution to regulate the examination process.;-;-;-
