sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Conduct informal meeting to explain topic;Student accept thesis on Koinon;-;The informal meeting to explain the thesis topic to the student is not a mandatory step enforced by any external regulations or laws. It is rather a practice accepted by the department to ensure that the student understands and agrees with the chosen topic before officially accepting it on Koinon. Therefore, it falls under the category of Best Practice.;-;-
Conduct informal meeting to explain topic;Start writing thesis;-;The interviews with the advisor and student indicate that having an informal meeting to explain the thesis topic is a common practice among supervisors to ensure the student is well-prepared and committed before starting to write the thesis. While it is not a university rule, it is considered a superior procedure by supervisors to help students stay on track with their thesis.;-;-
Conduct informal meeting to explain topic;Conduct regular catch-up meetings;-;In the interview with the supervisor, they mention that having regular catch-up meetings is not a university rule but rather a common practice among supervisors to ensure students are on track with their thesis. The decision to conduct an informal meeting to explain the topic before regular catch-up meetings is considered a best practice within the organization or industry, as it allows the student to familiarize themselves with the topic before diving into regular progress updates.;-;-
Conduct informal meeting to explain topic;Submit thesis on Koinon;-;-;The informal meeting to explain the topic is not a mandatory step regulated by any external entity like a governmental law. It is a rule set by the stakeholders involved in the process, such as the supervisor or the department, to ensure that the student understands and agrees with the chosen topic before proceeding to submit the thesis on Koinon. This indicates that the relationship between the two activities is a business rule since it is under the full jurisdiction of the stakeholders.;-
Conduct informal meeting to explain topic;Present thesis in Colloquium;-;In the conversation with the supervisors, it is mentioned that there is an informal discussion to explain the thesis topic to the student and see if the student likes the topic and possible outcomes. Although not explicitly mandated by the university's examination regulations, this informal meeting is considered a superior procedure accepted by the thesis supervisors, making it a best practice.;-;-
Write and submit proposal;Get registered by chair on Koinon;-;-;The context mentions that the decision to write a proposal depends on the chairs. Some chairs may require a proposal before registering the student's thesis, while others may not. This indicates that the relationship between writing and submitting a proposal and getting registered by the chair is a business rule since it is under the discretion of the chairs, who are stakeholders in the process.;-
Write and submit proposal;Student accept thesis on Koinon;-;-;The interviewee mentions that the requirement of a proposal depends on the chairs, indicating that it is a rule set by each chair. This suggests that the relationship between writing and submitting a proposal and accepting the thesis on Koinon is a business rule under the discretion of the chairs, a stakeholder of the process.;-
Write and submit proposal;Start writing thesis;-;-;The student mentioned that the proposal is not mandated by the university but is a rule set by each chair. This indicates that the relationship between writing and submitting the proposal and starting to write the thesis is a business rule since it is under the full jurisdiction of the chair, a stakeholder of the process.;-
Write and submit proposal;Conduct regular catch-up meetings;-;The interviews with the student and supervisor indicate that having regular catch-up meetings is not a university rule, but rather a common practice among supervisors to ensure students are on track with their thesis. It is mentioned that people usually prefer to have meetings at least once a week before submitting the thesis, but the frequency is ultimately the student's choice. Therefore, the relationship between these activities is based on a best practice.;-;-
Write and submit proposal;Submit thesis on Koinon;-;-;The interviewee mentions that the requirement of submitting a proposal depends on the chairs. It is not a universal regulation but rather a rule set by each chair. This indicates that the relationship between writing and submitting a proposal and submitting the thesis on Koinon is a business rule since it is under the full jurisdiction of the chairs, who are stakeholders in the process.;-
Write and submit proposal;Present thesis in Colloquium;The examination regulations, set by the university, clearly state that the colloquium must happen after the thesis is submitted. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the behavior of the students in the examination process.;-;-;-
Get registered by chair on Koinon;Student accept thesis on Koinon;-;-;The process description indicates that the chair registers the student's thesis on Koinon before the student accepts it. This order is a business rule set by the stakeholders involved in the process, where the chair's action precedes the student's acceptance. It is under the discretion of the chair and the student service center to define this sequence.;-
Get registered by chair on Koinon;Start writing thesis;-;-;The process mentions that the chair needs to register the student via the Koinon portal before the student can start writing the thesis. This indicates that the relationship between the two activities is a business rule since it is a rule set by the chair, a stakeholder of the process.;-
Get registered by chair on Koinon;Conduct regular catch-up meetings;-;-;The process mentions that after the chair registers the student on Koinon, the student service center receives an email confirming the registration. This indicates that the registration on Koinon is a step that needs to be completed before involving the student service center in the process. Therefore, the order is a business rule set by the stakeholders involved in the process.;-
Get registered by chair on Koinon;Submit thesis on Koinon;-;-;The relationship between getting registered by the chair on Koinon and submitting the thesis on Koinon is a business rule. It is mentioned that the chair registers the student's thesis on the platform before the student can officially submit the thesis. This rule is under the jurisdiction of the chair and is not a governmental law or a best practice.;-
Get registered by chair on Koinon;Present thesis in Colloquium;-;-;The relationship between getting registered by the chair on Koinon and presenting the thesis in the Colloquium is a business rule. It is mentioned that students are considered registered for the Bachelor Colloquium once they have successfully completed their Bachelor's Thesis in the Information Engineering degree program. This rule is under the full jurisdiction of the chair and the program, indicating that it is a business rule.;-
Student accept thesis on Koinon;Start writing thesis;-;-;The process description indicates that the student needs to accept the thesis on Koinon before starting to write the thesis. This rule is under the full jurisdiction of the stakeholders involved in the thesis process, such as the student, the chair, and the student service center. It is a rule that can be changed or discarded at their discretion.;-
Student accept thesis on Koinon;Conduct regular catch-up meetings;-;-;The process description indicates that after the student accepts the thesis on Koinon, they officially have four months to work on the thesis. The regular catch-up meetings are not mandated by any external regulations or best practices but are rather a rule set by the stakeholders involved in the thesis process. Therefore, the relationship between these activities is a business rule as it is under the full jurisdiction of the stakeholders.;-
Student accept thesis on Koinon;Submit thesis on Koinon;-;-;The process description indicates that the advisor registers the new thesis on the Koinon platform after the student accepts the thesis. This sequence is not mandated by any external regulations or best practices but is a rule set by the advisor or chair. It is under the full jurisdiction of the stakeholders involved in the thesis process, making it a business rule.;-
Student accept thesis on Koinon;Present thesis in Colloquium;The examination regulations, set by the university, clearly states that the colloquium must happen after the thesis is submitted. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the behavior of the students in the examination process.;-;-;-
Start writing thesis;Conduct regular catch-up meetings;-;In the interview with the student, it is mentioned that having regular catch-up meetings with the advisor is a common practice among supervisors to ensure the progress of the thesis. Although it is not a university rule, it is considered a superior procedure by supervisors to keep the student on track with their thesis. Therefore, the relationship between starting to write the thesis and conducting regular catch-up meetings is best categorized as a best practice.;-;-
Start writing thesis;Submit thesis on Koinon;-;In the provided context, it is mentioned that students officially have four months to search for topics, write a thesis, and upload it after accepting the thesis on the Koinon portal. This indicates that starting to write the thesis is a common practice or procedure accepted by the student service center and advisors before submitting the thesis on Koinon. Although not explicitly mandated by any regulations, it is considered a superior procedure in the process.;-;-
Start writing thesis;Present thesis in Colloquium;The examination regulations, as mentioned by the student service center and supervisor 1, clearly state that the colloquium must happen after the thesis is submitted. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the behavior of the students in the examination process.;-;-;-
Conduct regular catch-up meetings;Submit thesis on Koinon;-;-;The process description mentions that before the student is registered in Koinon and before talking to the chair, the student service center suggests that they come to a consultation hour or write an email to ask if it's okay to apply for the thesis in Koinon. This indicates that conducting regular catch-up meetings is a business rule set by the student service center to ensure proper communication and coordination before submitting the thesis on Koinon.;-
Conduct regular catch-up meetings;Present thesis in Colloquium;-;The advisor mentions that regular meetings are not mandatory but are preferred by students and advisors to ensure progress and quality of the thesis before submission. It is considered a best practice to have these meetings at least once a week before submitting the thesis.;-;-
Submit thesis on Koinon;Present thesis in Colloquium;The examination regulations, set by the university, clearly states that the thesis must be submitted before the student can present it in the colloquium. The supervisor confirms that the colloquium must happen after the thesis is submitted, indicating that this order is mandated by the university's examination regulations, making it a governmental law.;-;-;-
