sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Conduct informal meeting to explain topic;Submit thesis on Koinon;-;The informal meeting is a recommended preparatory step that allows the student and supervisor to discuss the topic in detail, ensuring mutual understanding and agreement before formal submission;-;-
Conduct informal meeting to explain topic;Present thesis in Colloquium;The colloquium is explicitly described as being mandated by university examination regulations, which prescribe a specific process for thesis presentation and require an ordered sequence of activities;-;-;Logical dependency: The informal meeting allows for topic explanation and potential refinement before the formal presentation, creating a necessary progression of understanding and preparation
Write and submit proposal;Get registered by chair on Koinon;-;Writing a proposal serves as a preliminary step to validate the thesis concept, allowing the advisor to review and provide initial guidance. Different chairs might have slight variations, but the general workflow remains consistent in academic settings.;-;Logical dependency exists: the chair cannot meaningfully register a thesis without some preliminary work/understanding of the proposed research
Write and submit proposal;Student accept thesis on Koinon;-;Academic processes often require a proposal to be written and approved before formal thesis acceptance, serving as a preliminary validation of the research approach;-;Logical dependency: A proposal typically outlines the research plan and serves as a prerequisite for thesis acceptance
Write and submit proposal;Start writing thesis;-;Recommended departmental approach to ensure planning and feasibility of thesis, but not strictly mandated;-;-
Write and submit proposal;Conduct regular catch-up meetings;-;Meetings are typically initiated after proposal submission as a common academic workflow to track progress, but not a strict requirement;-;Logical dependency: Meetings are most meaningful after having a clear proposal to discuss and track progress against
Write and submit proposal;Submit thesis on Koinon;-;-;The requirement appears to be specific to this academic institution, with the institution having discretion to modify this process, representing an internal procedural rule;Logical dependency: A proposal must be written and submitted before a thesis can be submitted
Write and submit proposal;Present thesis in Colloquium;University examination regulations explicitly mandate that the colloquium must happen after the thesis is submitted, making this a formal regulatory requirement;-;-;Logical dependency: Cannot present a thesis that has not been written and submitted
Get registered by chair on Koinon;Student accept thesis on Koinon;-;Ensures mutual agreement and documentation, creates a clear audit trail of thesis registration, provides a systematic way for both chair and student to validate thesis details;-;Logical Dependency: The student cannot accept a thesis that hasn't been registered by the chair
Get registered by chair on Koinon;Start writing thesis;-;-;The registration is an internal administrative step controlled by the academic department, which can modify this rule at its discretion. The chair registers the student via Koinon portal before the student can start writing the thesis.;Logical Dependency: Student cannot officially start the thesis process without being registered in the system, which provides formal authorization and tracking for the thesis project
Get registered by chair on Koinon;Conduct regular catch-up meetings;-;Regular catch-up meetings after thesis registration are a typical academic workflow to monitor student progress, representing a recommended but not strictly enforced practice;-;-
Get registered by chair on Koinon;Submit thesis on Koinon;-;The chair needs to first validate and register the thesis details before the student can submit, ensuring proper oversight and initial approval of the thesis topic and details;-;Logical dependency: The chair must first register and approve the thesis details before the student can submit their thesis
Get registered by chair on Koinon;Present thesis in Colloquium;Official academic regulation specifies that students are considered registered for the Bachelor Colloquium only after successfully completing their Bachelor's Thesis, mandating a specific sequence of registration and presentation;-;-;Logical dependency: Registration must precede presentation in the academic process
Student accept thesis on Koinon;Start writing thesis;-;The process of formally accepting a thesis before starting to write it appears to be a standard academic workflow, with a structured sequence of chair registration, student confirmation, and student service center approval;-;Logical dependency: student cannot meaningfully start writing a thesis without first formally accepting/registering it in the system to ensure proper tracking, supervision, and administrative oversight
Student accept thesis on Koinon;Conduct regular catch-up meetings;-;Catch-up meetings are most meaningful after thesis acceptance, providing an opportunity to discuss thesis development, challenges, and next steps. They serve a mentoring and monitoring purpose post-initial thesis submission.;-;Logical dependency exists: catch-up meetings require knowledge of the thesis topic and initial acceptance, preventing premature or unfocused meetings
Student accept thesis on Koinon;Submit thesis on Koinon;-;-;Procedural workflow designed by the institution where the chair must first register the thesis before the student can accept it, representing an internal process fully under the institution's control;Logical dependency: Student cannot accept a thesis that has not been registered by the chair
Student accept thesis on Koinon;Present thesis in Colloquium;Mandated by university's examination regulations that the colloquium must happen after thesis submission, ensuring a formal, institutionally-enforced sequence of thesis preparation and presentation;-;-;Logical dependency: thesis must be submitted and accepted before it can be presented in a colloquium
Start writing thesis;Conduct regular catch-up meetings;-;Meetings are described as something supervisors 'usually do' to keep the student on pace, but are not mandatory. They represent an accepted method of academic supervision, but are not legally or organizationally enforced.;-;-
Start writing thesis;Submit thesis on Koinon;-;-;The ordering is an internal organizational process specific to the university/department's thesis submission workflow, which they can modify at their discretion;Logical dependency: A thesis must be written before it can be submitted
Start writing thesis;Present thesis in Colloquium;-;-;Rule set by the university's examination regulations that mandates the thesis must be submitted before the colloquium, which is within the university's jurisdiction to modify;Logical dependency: A thesis must be written and submitted before it can be presented or defended
Conduct regular catch-up meetings;Submit thesis on Koinon;-;Regular meetings between a student and their chair are a standard practice in academic research to track progress, provide guidance, and ensure thesis quality, though not legally mandated;-;-
Conduct regular catch-up meetings;Present thesis in Colloquium;University examination regulations mandate thesis submission and colloquium as a structured, sequential process with specific requirements;-;-;Logical Dependency: Thesis must be completed and submitted before it can be presented in a colloquium
Submit thesis on Koinon;Present thesis in Colloquium;Mandated by university examination regulations that the colloquium must happen after the thesis is submitted;-;-;Logical dependency: thesis must exist before it can be presented
