sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Conduct informal meeting to explain topic;Present thesis in Colloquium;The colloquium must happen after the thesis is submitted, which is mandated by the university's examination regulations.;-;-;-
Write and submit proposal;Get registered by chair on Koinon;-;-;The requirement for writing a proposal before getting registered is mentioned as 'the minimum thing that a proposal has', which suggests it's a rule specific to the organization or department, rather than a governmental law or industry-wide best practice.;-
Write and submit proposal;Student accept thesis on Koinon;-;-;The contextual origin of why Write and submit proposal occurs before Student accept thesis on Koinon is because the student service center suggests that students come to their consultation hour or write an email to ask if it's okay to apply for the thesis in Koinon, implying that the proposal must be submitted before the thesis can be accepted. This rule is under the jurisdiction of the stakeholders (student service center and the department) and can change or discard at their own discretion.;no
Write and submit proposal;Start writing thesis;-;-;The category 'Business Rule' best describes the contextual origin of why Write and submit proposal occurs before Start writing thesis. This is because the proposal is not mandated by any governmental institution or industry-wide standard, but rather it's a rule set by the chair or the organization. The students are free to start writing their thesis without submitting a proposal, as mentioned in the interview.;-
Write and submit proposal;Conduct regular catch-up meetings;-;The category 'Best Practice' is chosen because the context suggests that the student and supervisor usually have regular meetings while working on the thesis, but it's not a strict requirement. The tone of the interviewee is also emphasizing their personal preference for having regular meetings, which implies a common practice in their field or organization.;-;-
Write and submit proposal;Submit thesis on Koinon;-;-;The ordering of these activities is due to the process established by the organization (Student Service Center) for registering a thesis. The student must first write and submit a proposal, which is a required step before being registered in Koinon.;-
Write and submit proposal;Present thesis in Colloquium;The university's examination regulations mandate that the colloquium must happen after the thesis is submitted, making it a governmental law.;-;-;-
Get registered by chair on Koinon;Student accept thesis on Koinon;-;-;The ordering of these activities is governed by the internal rules and procedures of the organization, specifically the Student Service Center. The registration of the thesis must occur before the student can officially start working on their research phase.;-
Get registered by chair on Koinon;Start writing thesis;-;-;The relationship between these activities is governed by the organizational rules and procedures of the Student Service Center, which dictate that a student must be registered before they can start working on their thesis.;-
Get registered by chair on Koinon;Conduct regular catch-up meetings;-;-;This relationship is governed by a business rule established by the Student Service Center, which suggests that students come to their consultation hour or write them an email before applying for thesis on Koinon. This rule allows the Student Service Center to provide guidance and approval for the thesis topic.;-
Get registered by chair on Koinon;Submit thesis on Koinon;-;-;The reason why getting registered by the chair on Koinon occurs before submitting a thesis is because the process requires the student to be officially registered and approved for their thesis, which happens after the registration process. This is a rule set by the organization (Student Service Center) that governs the behavior of students and advisors in this context.;-
Get registered by chair on Koinon;Present thesis in Colloquium;The contextual origin of why Get registered by chair on Koinon occurs before Present thesis in Colloquium is due to the law regulating the re-registration for the Bachelor's Thesis, which must occur no later than six weeks after notification of the result (§ 46a Bachelor Colloquium).;-;-;-
Student accept thesis on Koinon;Start writing thesis;-;-;The context suggests that the process is governed by the organization's rules and regulations, specifically the university's policies regarding thesis submission. The student service center and the chair are involved in the process, which indicates that there are specific procedures that must be followed.;-
Student accept thesis on Koinon;Conduct regular catch-up meetings;The context suggests that the student is required to accept the thesis on Koinon before proceeding with any other activities, including conducting regular catch-up meetings. This order appears to be mandated by the organization or institution's rules and regulations.;-;-;-
Student accept thesis on Koinon;Submit thesis on Koinon;-;-;The order of these activities is likely due to the rules established by the organization (Student Service Center) or stakeholders involved in the process, such as the chair and advisors. The student must accept their thesis on Koinon before submitting it, which suggests a specific protocol or procedure that governs this activity.;-
Student accept thesis on Koinon;Present thesis in Colloquium;The university's examination regulations mandate that the colloquium must happen after the thesis is submitted, indicating a governmental law governing this order.;-;-;-
Start writing thesis;Conduct regular catch-up meetings;-;The relationship is due to the supervisors' usual practice of having regular weekly or bi-weekly meetings with students during the research and writing phase, which ensures that students are on track for their thesis.;-;-
Start writing thesis;Submit thesis on Koinon;-;-;The university has its own rules and regulations for thesis submission, which include a four-month timeframe for research and writing. The fact that the chair needs to correct the thesis after submission suggests that there is an approval process in place, which is typical of business rules.;-
Start writing thesis;Present thesis in Colloquium;The examination regulations mandated by the university require that the colloquium must happen after the thesis is submitted.;-;-;-
Conduct regular catch-up meetings;Submit thesis on Koinon;-;The justification is based on the process description, where students are advised to consult with the Student Service Center before applying for a thesis in Koinon. This consultation hour or email inquiry is a standard practice that helps ensure the student's registration and topic selection are correct.;-;-
Conduct regular catch-up meetings;Present thesis in Colloquium;-;-;The colloquium must happen after the thesis is submitted, which is mandated by the university's examination regulations. This is a rule specific to the organization (university) and can change or be discarded at their discretion.;-
Submit thesis on Koinon;Present thesis in Colloquium;The context mentions that it's mandated by the university's examination regulations that the colloquium must happen after the thesis is submitted, indicating a regulatory requirement.;-;-;-
