sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Get registered by chair on Koinon;Conduct regular catch-up meetings;-;-;-;-
Get registered by chair on Koinon;Submit thesis on Koinon;-;-;The process of registering on Koinon, including the chair's initial registration, is managed internally by the university, indicating it's within their jurisdiction to change. There's no mention of external regulations mandating this order.;The student cannot submit their thesis without the chair first creating the thesis record on Koinon, demonstrating a data dependency.
Get registered by chair on Koinon;Present thesis in Colloquium;-;-;The specific registration process on Koinon, including the chair's role, appears to be an internal procedure established by the university or department, rather than an external legal requirement or a widely accepted best practice.;A student cannot present their thesis before being registered. Registration is a logical prerequisite, acting as official acknowledgment and approval of the student's intent to pursue the thesis.
Student accept thesis on Koinon;Start writing thesis;-;-;The Koinon platform and its usage flow, including the rule of accepting the thesis before starting to write, are determined and managed by the university (Student Service Center), making it a rule under their jurisdiction. It's not presented as a legal requirement or a superior approach compared to alternatives.;-
Student accept thesis on Koinon;Conduct regular catch-up meetings;-;-;Catch-up meetings are likely established by the chair or are a result of an agreement between the student and the chair to facilitate communication and progress tracking. This falls under the purview of stakeholders in the process and isn't dictated by external regulations.;-
Student accept thesis on Koinon;Submit thesis on Koinon;-;-;-;The student needs to accept the thesis on Koinon to gain access to the system and initiate the submission process. This implies a logical dependency where submission is impossible without prior acceptance.
Student accept thesis on Koinon;Present thesis in Colloquium;The university's examination regulations mandate that the colloquium must happen after the thesis is submitted. This rule is enforced by a governing body (the university) and is not subject to individual discretion.;-;-;The presentation of the thesis is contingent upon its prior submission and acceptance. You cannot present work that does not yet exist within the system.
Start writing thesis;Conduct regular catch-up meetings;-;While common and expected by most supervisors, regular meetings are not a university rule or a strict departmental requirement. The interviews suggest it's a widely accepted practice for progress monitoring and support, making it a 'Best Practice.';-;-
Start writing thesis;Submit thesis on Koinon;-;-;-;You cannot submit a thesis that has not been written.
Start writing thesis;Present thesis in Colloquium;The examination regulations explicitly state that the colloquium must happen after the thesis submission. This rule is enforced by the university, a governing body, and is not simply advice or a common practice.;-;-;You cannot present a thesis that has not been written. The content of the presentation relies on the thesis existing.
Conduct regular catch-up meetings;Submit thesis on Koinon;-;-;-;-
Conduct regular catch-up meetings;Present thesis in Colloquium;-;-;-;-
Submit thesis on Koinon;Present thesis in Colloquium;The university's examination regulations, mandated by the university and likely the Bavarian state ministry, explicitly state that the colloquium must happen after the thesis submission.;-;-;You cannot present a thesis that hasn't been submitted for evaluation. The colloquium, a defense and discussion of the submitted work, cannot precede the submission.
