sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Write and submit proposal;Start writing thesis;-;-;Although there is no strict enforcement of writing a proposal before starting to write the thesis, it is a rule set by the chair. The student mentions that some chairs do not require it, indicating it's not a university-wide mandate. Therefore, it falls under the discretion of the chair, making it a business rule.;-
Write and submit proposal;Conduct regular catch-up meetings;-;-;-;-
Write and submit proposal;Submit thesis on Koinon;-;-;-;There is a data dependency between the two activities. You cannot submit the thesis on Koinon without having written it first. The second activity thus depends on data from the first activity to proceed with the process.
Write and submit proposal;Present thesis in Colloquium;-;-;-;-
Get registered by chair on Koinon;Student accept thesis on Koinon;-;-;-;There is a data dependency between the two activities. The student cannot accept the thesis on Koinon if they have not been registered by the chair first. The second activity thus depends on data from the first activity to proceed with the process.
Get registered by chair on Koinon;Start writing thesis;-;-;The provided text states that the student service center suggests that students consult with the chair before registering on Koinon. Additionally, it mentions that some departments may not allow this consultation. This suggests that while there is a common practice of registering on Koinon before starting the thesis, it is ultimately up to each department to set their own rules. Therefore, the order of these activities is a business rule.;-
Get registered by chair on Koinon;Conduct regular catch-up meetings;-;-;-;-
Get registered by chair on Koinon;Submit thesis on Koinon;-;-;The provided text states that the chair registers the student on the Koinon platform, and the student service center then receives an email to confirm the registration. This process suggests that the chair's registration is a prerequisite for the student's submission, and this rule is likely determined by the university or department, making it a business rule.;There is a data dependency between the two activities. The student cannot submit their thesis on Koinon without being registered by the chair first. The second activity thus depends on data from the first activity to proceed with the process.
Get registered by chair on Koinon;Present thesis in Colloquium;The provided text states according to § 46a Bachelor Colloquium (1) that "Students are considered registered for the Bachelor Colloquium once they have successfully completed their Bachelor's Thesis in the Information Engineering degree program", and the completion of the Bachelor's thesis is marked by the student's registration on Koinon by the chair. Thus, this registration must occur before the colloquium due to a governmental law set by the university.;-;-;-
Student accept thesis on Koinon;Start writing thesis;-;-;The provided text states that the student has four months to upload the thesis after accepting the thesis on Koinon. It also mentions that the student service center suggests a consultation before the student is registered in Koinon. This suggests that the student can begin working on their thesis before accepting it on Koinon, but the official four-month timeline starts after acceptance. Therefore, the order is a rule set by the stakeholders (university/department) and not a law.;-
Student accept thesis on Koinon;Conduct regular catch-up meetings;-;-;-;There is a resource dependency between the two activities. The student is only considered to have started working on their thesis after they accept the thesis on Koinon, which means that only then can the supervisor start conducting regular meetings with the student. The second activity thus depends on the availability of the student to start the regular meetings.
Student accept thesis on Koinon;Submit thesis on Koinon;-;-;-;The student cannot submit the thesis on Koinon without accepting it first. This is a logical dependency as the second activity needs to follow the first activity to proceed with the process.
Student accept thesis on Koinon;Present thesis in Colloquium;The supervisor clearly states that it is mandated by the university's examination regulations that the colloquium must happen after the thesis is submitted on Koinon, making this a governmental law as it is enforced by the university.;-;-;-
Start writing thesis;Conduct regular catch-up meetings;-;-;-;-
Start writing thesis;Submit thesis on Koinon;-;-;-;You cannot submit a thesis without writing it first. The second activity thus depends on data from the first activity to proceed with the process.
Start writing thesis;Present thesis in Colloquium;The examination regulations, which are set by the university and the Bavarian ministry, clearly states that the colloquium must happen after the thesis is submitted. While the student can request to present the colloquium before submitting the thesis, it must happen after the submission at the latest. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.;-;-;-
Conduct regular catch-up meetings;Submit thesis on Koinon;-;-;-;-
Conduct regular catch-up meetings;Present thesis in Colloquium;-;-;-;-
Submit thesis on Koinon;Present thesis in Colloquium;The supervisor clearly states that it is mandated by the university's examination regulations that the colloquium must happen after the thesis is submitted. The examination regulations are set by the university, which is a governmental institution, thus making this relationship a governmental law.;-;-;-
