sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Write and submit proposal;Present thesis in Colloquium;The university's examination regulations mandate that the colloquium must occur after the thesis is submitted.;-;-;-
Get registered by chair on Koinon;Student accept thesis on Koinon;-;-;The order of these activities is determined by the internal rules of the organization, requiring the chair to register the thesis before the student can accept it.;The student cannot accept a thesis that has not yet been registered, indicating a logical dependency.
Get registered by chair on Koinon;Start writing thesis;-;-;The requirement for the student to be registered before starting their thesis is a rule established by the academic institution and can be subject to change.;Logical dependency; the student cannot start writing the thesis without being registered first.
Get registered by chair on Koinon;Conduct regular catch-up meetings;-;-;The registration process is established by the stakeholders and is necessary for the subsequent meetings to take place.;The catch-up meetings cannot occur meaningfully without the student being registered and having a thesis topic, indicating a logical dependency.
Get registered by chair on Koinon;Submit thesis on Koinon;-;-;The organization has established a rule that the chair must register the student and their thesis before the student can submit the thesis.;The student cannot submit their thesis without first being registered in the Koinon system, indicating a logical dependency.
Get registered by chair on Koinon;Present thesis in Colloquium;-;-;The registration process is governed by the internal rules of the educational institution that dictate the sequence of events in the thesis process.;The second activity cannot occur without the first activity being completed, indicating a logical dependency.
Student accept thesis on Koinon;Start writing thesis;-;-;The acceptance of the thesis on Koinon is a rule established by the institution that governs the process of thesis writing.;The student cannot start writing the thesis until they have accepted it on Koinon, indicating a logical dependency.
Student accept thesis on Koinon;Conduct regular catch-up meetings;-;-;The acceptance of the thesis must occur before any meetings can take place regarding the thesis work, as established by the stakeholders.;The ordering is due to a logical dependency; meetings cannot occur until the thesis is accepted.
Student accept thesis on Koinon;Submit thesis on Koinon;-;-;The process is governed by internal rules of the educational institution that require the student to accept the thesis before submission.;The ordering is due to a logical dependency; the submission cannot occur without prior acceptance of the thesis.
Student accept thesis on Koinon;Present thesis in Colloquium;-;-;The university has established rules that dictate the process flow: the thesis must be accepted before it can be submitted, and the colloquium must occur after submission.;The ordering is due to a logical dependency; the colloquium cannot happen without the prior acceptance and submission of the thesis.
Start writing thesis;Conduct regular catch-up meetings;-;The regular meetings with the advisor are a common procedure that helps ensure the student stays on track with their thesis work, but they are not enforced by any governmental law or strict business rule.;-;-
Start writing thesis;Submit thesis on Koinon;-;-;The stakeholders have established the process that a student must first write their thesis before they can submit it.;Yes, there is a logical dependency; a thesis cannot be submitted without first being written.
Start writing thesis;Present thesis in Colloquium;The university's examination regulations mandate that the thesis must be completed before it can be presented in the colloquium.;-;-;You cannot present a thesis without first writing it.
Conduct regular catch-up meetings;Submit thesis on Koinon;-;Regular catch-up meetings are a widely accepted practice in academic settings to ensure that students receive the necessary support and feedback during their thesis work.;-;-
Conduct regular catch-up meetings;Present thesis in Colloquium;-;Regular meetings are commonly accepted among students and supervisors to ensure timely progress on the thesis, but are not mandated by the university.;-;Logical dependency; the presentation cannot effectively occur without adequate preparation through meetings.
Submit thesis on Koinon;Present thesis in Colloquium;The order is mandated by the university's examination regulations that require the colloquium to occur after the thesis submission.;-;-;-
