sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Conduct informal meeting to explain topic;Conduct regular catch-up meetings;-;The supervisor states that regular meetings are "not a university rule" and that the informal meeting is "not mandatory by the university." This eliminates the possibility of a governmental law. While the supervisor states that the informal meeting is "necessary," this is based on their personal preference and not a rule enforced by the chair or any other stakeholder. The frequency of regular meetings is also left to the student's discretion. The supervisor's statement that "it's just what the supervisors usually do" strongly suggests a best practice. This indicates a common, widely accepted approach within the academic community, but not a mandatory requirement.;-;-
Conduct informal meeting to explain topic;Submit thesis on Koinon;-;The context suggests that the informal meeting is a common practice, a helpful step in the process. The student service center recommends it, and it's likely beneficial for both the student and the advisor to have a clear understanding of the topic before the thesis is formally submitted. This aligns with the definition of a best practice: a procedure generally accepted as superior, but not mandatory.;-;-
Conduct informal meeting to explain topic;Present thesis in Colloquium;-;The supervisor mentions that this informal meeting is "common between us," but it's not a strict requirement enforced by the chair or any other stakeholder. The student can choose to skip this meeting and proceed directly to topic selection. The supervisor's statement about the informal meeting being a way to "explain in detail the thesis topic to the student and see if the student likes this topic and the possible outcomes" suggests that it's a practice considered beneficial for both the student and the supervisor. It helps ensure a good fit and avoids potential issues later in the research process.;-;-
Write and submit proposal;Get registered by chair on Koinon;-;-;The decision to require a proposal rests solely with the chair. The statement "So it depends on the chairs" clearly indicates that the proposal requirement is a rule set by the chair, a stakeholder in the process. This rule can be changed or discarded at the chair's discretion.;-
Write and submit proposal;Student accept thesis on Koinon;-;-;The statement "So it depends on the chairs" clearly indicates that the requirement of a proposal is under the full jurisdiction of the chair, a stakeholder in the process. The chair can choose to require a proposal or not, making it a rule specific to their department and subject to change at their discretion.;-
Write and submit proposal;Start writing thesis;-;-;The decision to require a proposal rests solely with the chair, indicating it's a rule under their jurisdiction and can be changed at their discretion.;-
Write and submit proposal;Conduct regular catch-up meetings;-;-;The interviews highlight that while regular meetings are not mandatory, they are a common practice among supervisors. This suggests a shared understanding and preference within the academic community, but not a strict requirement. The decision to have regular meetings is ultimately up to the supervisor, making it a business rule.;-
Write and submit proposal;Submit thesis on Koinon;-;-;The decision to require a proposal is entirely under the control of the chair, a stakeholder in the process. The chair can choose to require a proposal or not, making it a business rule specific to their department or research group.;-
Write and submit proposal;Present thesis in Colloquium;The provided context directly states that the university's examination regulations mandate the colloquium to happen after the thesis is submitted. This is a clear indication of a rule enforced by a governmental institution (the university).;-;-;-
Get registered by chair on Koinon;Student accept thesis on Koinon;-;-;The order of actions on Koinon is clearly under the control of the university and the Student Service Center. They have the authority to change the process, including the order of registration and acceptance. The fact that the Student Service Center receives an email notification from Koinon after the chair registers the thesis suggests that this process is controlled by the university and not by any external regulations.;-
Get registered by chair on Koinon;Start writing thesis;-;-;The process description clearly indicates that the chair registers the student on Koinon before the student can start writing the thesis. This is a rule established by the department, likely to ensure proper tracking and management of student progress. The supervisor's uncertainty about whether students can start writing before registration further supports this, as it implies a rule that is not universally understood or followed.;-
Get registered by chair on Koinon;Conduct regular catch-up meetings;-;-;The decision to conduct regular catch-up meetings is under the full jurisdiction of the Student Service Center. They have established this practice as a suggestion for students, and it is not a mandatory requirement. This indicates a business rule, as it is a practice specific to their department and can be changed or discarded at their discretion.;-
Get registered by chair on Koinon;Submit thesis on Koinon;The process description explicitly mentions that the student service center receives an email from Koinon confirming the student's registration. This indicates that Koinon is a system governed by a higher authority, likely the university or a state-level body. The registration process is a formal step in the thesis submission process, implying a regulatory framework.;-;-;The student cannot submit their thesis on Koinon without first being registered on the platform. This is a data dependency, as the submission process requires the student's information to be present in the system.
Get registered by chair on Koinon;Present thesis in Colloquium;The provided context explicitly mentions the "Examination Regulations" and the "Bavarian State Ministry" as the entities responsible for regulating student behavior in the examination process. This indicates that the order of these activities is mandated by a governmental institution, making it a Governmental Law.;-;-;-
Student accept thesis on Koinon;Start writing thesis;-;-;The decision to use Koinon for thesis acceptance and the requirement for students to accept the thesis before starting to write are entirely under the control of the university and the Student Service Center. They can change or modify this process at their discretion.;-
Student accept thesis on Koinon;Conduct regular catch-up meetings;-;-;The decision to conduct regular catch-up meetings is entirely under the control of the chair and the student. The frequency and content of these meetings are likely determined by the chair's preferences and the student's needs. The process description mentions that the chair has a maximum of two months to correct the thesis, implying that regular catch-up meetings are likely used to monitor progress and ensure timely completion.;-
Student accept thesis on Koinon;Submit thesis on Koinon;The context explicitly states that the student has "four months time to upload the thesis" after accepting the thesis on Koinon. This timeframe is likely mandated by the university or a governing body, setting a specific deadline for thesis submission. This regulation is not under the discretion of the chair or the student service center, making it a governmental law.;-;-;You cannot submit a thesis without first accepting it on Koinon. This is a logical dependency, as the submission action is contingent on the acceptance action.
Student accept thesis on Koinon;Present thesis in Colloquium;The supervisor explicitly states that the university's examination regulations mandate the colloquium to happen after the thesis is submitted. This indicates a rule enforced by a governing body (the university) to regulate student behavior in the examination process.;-;-;-
Start writing thesis;Conduct regular catch-up meetings;-;The context explicitly states that these meetings are "not a university rule" but rather "what the supervisors usually do." This indicates that the ordering is not mandated by any external authority. While the chair might have a preference for regular meetings, the context suggests that this is a common practice among supervisors, not a strict rule enforced by the chair or department. There's no mention of any consequences for not adhering to this practice. The statement "it's common that all supervisors have a regular weekly or bi-weekly meetings" strongly suggests that this is a widely accepted practice within the academic community. It's considered a good way to ensure progress and provide guidance, but not a mandatory requirement.;-;-
Start writing thesis;Submit thesis on Koinon;-;-;-;You cannot submit a thesis without first writing it.
Start writing thesis;Present thesis in Colloquium;The university's examination regulations explicitly mandate that the colloquium must happen after the thesis is submitted. This is a rule enforced by the university, not just a suggestion or a preferred practice.;-;-;You cannot present a thesis in a colloquium without having written it first. This is a logical dependency, as the colloquium is a presentation and discussion of the thesis itself.
Conduct regular catch-up meetings;Submit thesis on Koinon;-;The context implies that regular catch-up meetings are a common practice, likely considered beneficial for both the student and the supervisor. The student service center suggests these meetings, indicating a general understanding of their value in ensuring progress and addressing potential issues.;-;-
Conduct regular catch-up meetings;Present thesis in Colloquium;-;The supervisor mentions having regular meetings every two weeks as their personal preference, and that students often prefer weekly meetings before submission, but this is not a rule enforced by the university or any other stakeholder. It's a common practice, but not a mandatory requirement.;-;-
Submit thesis on Koinon;Present thesis in Colloquium;The provided context directly states that the university's examination regulations mandate the colloquium to happen after the thesis is submitted. This regulation is enforced by the university, making it a rule that students must follow. The regulations are not simply internal guidelines; they are enforced by the university, which is a governmental institution. This makes the rule a governmental law.;-;-;-
