First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Get registered by chair on Koinon,Present thesis in Colloquium,The examination regulations set by the Technical University of Munich and the Bavarian State Ministry explicitly state that the student must be enrolled in the respective program at the university from the start of the thesis work until submission. This means that the student must be officially registered for the thesis before they can proceed with the thesis work and eventually present it in the colloquium.,-,-,-
Student accept thesis on Koinon,Start writing thesis,-,-,The university has established a process where the student must first be registered in the Koinon system before they can officially start working on their thesis. This registration process is a rule set by the university itself to manage and track the thesis process.,-
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,-,"The ordering of these activities is not mandated by any Governmental Law or considered an industry Best Practice, but rather it is a procedure that is under the full discretion of the department or supervisor.",-
Student accept thesis on Koinon,Submit thesis on Koinon,-,-,"The university has established this ordering as an internal process requirement, rather than a governmental law or industry best practice. The university has the discretion to change or discard this ordering if they choose to.",-
Student accept thesis on Koinon,Present thesis in Colloquium,The examination regulations set by the Technical University of Munich and the Bavarian State Ministry explicitly mandate that the student must be registered for the thesis on the Koinon platform before they can submit the completed thesis. This registration step is a requirement governed by the university's policies and is not something that can be freely changed or discarded by the stakeholders.,-,-,-
Start writing thesis,Conduct regular catch-up meetings,-,-,"The ordering of these activities is not mandated by any governmental institution, nor is it an industry-wide best practice that must be followed. Rather, the decision to allow students to start writing their thesis before conducting regular meetings with their supervisor is a rule set by the university or the specific department/chair, which they have the discretion to change or discard as they see fit.",-
Start writing thesis,Submit thesis on Koinon,-,-,"The ordering of these activities is not mandated by any governmental law or regulation, nor is it an industry-wide best practice. Rather, it is a rule set by the stakeholders of the thesis process, specifically the university and the supervisors, to provide flexibility and accommodate potential delays in the registration process.",-
Start writing thesis,Present thesis in Colloquium,-,-,"The ordering is not mandated by any governmental law or industry best practice, but rather a standard procedure established by the university stakeholders that can be changed at their discretion.",-
Conduct regular catch-up meetings,Submit thesis on Koinon,-,"The requirement to conduct regular catch-up meetings between the student and the supervisor during the thesis writing process is not mandated by any governmental law or university regulation. Instead, it is a widely accepted practice in academia and the research community, even though it is not strictly enforced.",-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,"The requirement for regular catch-up meetings between the student and their supervisor during the thesis writing phase is not mandated by any governmental law or regulation, nor is it a business rule set by the university. Instead, the regular catch-up meetings are a best practice that has been adopted by the university and the individual supervisors to provide adequate support and guidance to the student during the thesis writing phase.",-,-
Submit thesis on Koinon,Present thesis in Colloquium,-,-,"The university has established that the submission of the thesis on the Koinon platform must occur before the presentation of the thesis in the colloquium. This is a rule set by the university, which has full jurisdiction over the thesis process.",-
