First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Get registered by chair on Koinon,Submit thesis on Koinon,-,-,"The student service center states that the student can start writing the thesis before being registered, but they must be registered to submit the thesis. This indicates that the relationship between the two activities is a business rule since it is a rule that is under the full jurisdiction of the chair, a stakeholder of the process.",-
Get registered by chair on Koinon,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly states that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
Student accept thesis on Koinon,Start writing thesis,-,-,-,There is a data dependency between the two activities. You cannot start writing a thesis without accepting the thesis on Koinon first. The second activity thus depends on data from the first activity to proceed with the process.
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,"The supervisor states that the university mandates 0.2 semester weekly hours for the bachelor thesis, which represents maybe 10 minutes or so per week. However, the supervisor also states that this is not realistic because a bachelor thesis student didn't write a thesis before, so they are learning, they have several mistakes and so on. So what the supervisors usually do is to have the longer weekly meetings with the bachelor students. This indicates that the relationship between the two activities is a best practice since it is a procedure usually accepted by the organization's staff to be superior to alternatives, but is not required to be followed nor enforced by any stakeholder.",-,-
Student accept thesis on Koinon,Submit thesis on Koinon,-,-,-,There is a data dependency between the two activities. You cannot submit a thesis without accepting it first. The second activity thus depends on data from the first activity to proceed with the process.
Student accept thesis on Koinon,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly states that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
Start writing thesis,Conduct regular catch-up meetings,-,"The supervisor states that the university mandates 0.2 semester weekly hours for the bachelor thesis, which represents maybe 10 minutes or so per week. However, the supervisor also states that this is not realistic because a bachelor thesis student didn't write a thesis before, so they are learning, they have several mistakes and so on. So what the supervisors usually do is to have the longer weekly meetings with the bachelor students. This indicates that the relationship between the two activities is a best practice since it is a procedure usually accepted by the organization's staff to be superior to alternatives, but is not required to be followed nor enforced by any stakeholder.",-,-
Start writing thesis,Submit thesis on Koinon,-,-,-,There is a data dependency between the two activities. You cannot submit a thesis without having written it first. The second activity thus depends on data from the first activity to proceed with the process.
Start writing thesis,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly states that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
Conduct regular catch-up meetings,Submit thesis on Koinon,-,"The supervisor states that the university mandates 0.2 semester weekly hours for the bachelor thesis, which represents maybe 10 minutes or so per week. However, the supervisor also states that this is not realistic because a bachelor thesis student didn't write a thesis before, so they are learning, they have several mistakes and so on. So what the supervisors usually do is to have the longer weekly meetings with the bachelor students. This indicates that the relationship between the two activities is a best practice since it is a procedure usually accepted by the organization's staff to be superior to alternatives, but is not required to be followed nor enforced by any stakeholder.",-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,"The supervisor states that the university mandates 0.2 semester weekly hours for the bachelor thesis, which represents maybe 10 minutes or so per week. However, the supervisor also states that this is not realistic because a bachelor thesis student didn't write a thesis before, so they are learning, they have several mistakes and so on. So what the supervisors usually do is to have the longer weekly meetings with the bachelor students. This indicates that the relationship between the two activities is a best practice since it is a procedure usually accepted by the organization's staff to be superior to alternatives, but is not required to be followed nor enforced by any stakeholder.",-,-
Submit thesis on Koinon,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly states that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
