sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Change seat;Check validity of documents;-;-;The process description explicitly states that "we can check for options and overwrite the ticket information" *after* obtaining passenger information. This implies a deliberate choice by the airline to allow changes before validating documents.;-
Change seat;Weigh baggage;-;-;The airline has decided that handling seat changes before weighing baggage is the most efficient way to manage their operations. This is a rule they can change at their discretion.;-
Change seat;Cancel check-in;-;-;The airline has established a rule that passengers should be offered the option to change their seat before canceling their check-in. This rule is likely driven by customer service and potentially revenue generation (as changing seats might involve an additional fee). The airline can change or discard this rule at its discretion.;-
Change seat;Process payment;-;-;The airline has decided that passengers must pay an additional fee for last-minute changes, including seat changes. This rule is under the airline's control and can be changed at their discretion.;-
Change seat;Check-in luggage;-;-;The airline has decided that handling change requests before checking in luggage is more efficient and customer-friendly. This is a rule they can change at their discretion.;-
Change seat;Load luggage;-;-;The airline has decided that processing changes before loading luggage is the most efficient way to manage their operations. This is a rule they can change at their discretion.;-
Check validity of documents;Weigh baggage;-;-;here;-
Check validity of documents;Cancel check-in;-;-;The process description explicitly states that "if the ticket is not valid, or the passport is not valid, we can cancel the whole process". This is a rule set by the airline to streamline the check-in process and avoid unnecessary work. It's not a legal requirement, and the airline could change this rule if they wanted to.;-
Check validity of documents;Process payment;-;-;The airline has decided that validating documents is a crucial step before processing payment. This is likely because: * Preventing fraudulent check-ins:  Invalid documents could indicate a fraudulent attempt to board the flight. * Ensuring smooth operations:  Processing payment for an invalid check-in would lead to unnecessary complications and potential delays.;-
Check validity of documents;Check-in luggage;The process description explicitly states, "If the ticket is not valid, or the passport is not valid, we can cancel the whole process." This implies a legal requirement for valid travel documents, likely enforced by immigration and border control regulations. Airlines are obligated to comply with these laws to avoid penalties and ensure passenger safety.;-;-;-
Check validity of documents;Load luggage;-;-;The airline has decided that checking documents is a crucial step before loading luggage. This is a business rule because it's under the airline's control and can be changed at their discretion.;-
Weigh baggage;Cancel check-in;-;-;-;-
Weigh baggage;Process payment;-;-;The airline has decided to implement this order as a business rule. They want to ensure that the payment is processed before checking in the luggage. This is likely due to: Revenue Collection: They want to ensure they receive payment for any overweight baggage fees before the luggage is checked in. Process Efficiency:  Processing payment before checking in allows for a smoother flow of passengers and luggage.;-
Weigh baggage;Check-in luggage;-;-;The airline has established a rule that baggage must be weighed before being checked in. This rule is likely driven by factors like safety, operational efficiency, and revenue.;-
Weigh baggage;Load luggage;-;-;-;Resource Dependency
Cancel check-in;Process payment;-;-;The process description explicitly states that the airline wants check-in to only occur after other tasks are completed, including payment processing. This is a rule set by the airline, and they can change it at their discretion.;-
Cancel check-in;Check-in luggage;-;-;The process description explicitly states that "Important is that after canceling a checkin instance, you should not perform any other activities." This is a rule set by the airline to ensure efficiency and prevent further actions on a canceled check-in. It's a rule that could be changed or discarded at the airline's discretion.;-
Cancel check-in;Load luggage;-;-;The process description explicitly states, "Important is that after canceling a checkin instance, you should not perform any other activities." This is a rule set by the airline to ensure that no further actions are taken on a canceled check-in. It's a rule that could be changed or discarded at the airline's discretion.;-
Process payment;Check-in luggage;-;-;The airline has decided that payment for overweight luggage must be processed before the luggage is checked in. This is a rule they have established to ensure that the payment is handled before the luggage is sent for loading. They could change this rule if they wanted to, for example, by allowing passengers to pay for overweight luggage after check-in.;-
Process payment;Load luggage;-;-;The airline has decided that luggage should only be loaded after payment is processed. This is a rule they have established to ensure financial transactions are completed before physical handling of luggage. They could change this rule if they wanted to, for example, by allowing passengers to pay upon arrival at their destination.;-
Check-in luggage;Load luggage;-;-;-;Logical dependency
