First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Conduct informal meeting to explain topic,Student accept thesis on Koinon,-,"The supervisor's statement, ""I think it's not mandatory by the university, but it's necessary and what the supervisors usually do,"" indicates that this informal meeting is not a university requirement but a common practice among supervisors. The supervisor emphasizes the importance of the meeting for both the student and the supervisor to ensure mutual understanding and agreement on the topic. This aligns with the definition of best practice, which is a procedure widely accepted as superior but not legally mandated.",-,-
Conduct informal meeting to explain topic,Start writing thesis,-,"The supervisor emphasizes that the informal meeting is ""necessary"" and ""what supervisors usually do."" This indicates that it's a widely accepted practice within the academic community, considered beneficial for both the student and supervisor. It helps ensure clarity and understanding for the student and mutual agreement between the student and supervisor.",-,-
Conduct informal meeting to explain topic,Conduct regular catch-up meetings,-,-,The decision to have an informal meeting to explain the topic before regular catch-up meetings is likely made by the supervisor or the chair. It's a specific procedure they've established to ensure a smooth and successful thesis process. This rule could be changed or discarded at their discretion.,-
Conduct informal meeting to explain topic,Submit thesis on Koinon,-,-,"The decision to conduct an informal meeting is ultimately left to the discretion of the individual chair or supervisor. The supervisor emphasizes that each chair has different requirements and procedures, including whether or not a proposal is needed. This indicates that the informal meeting is a rule established by the chair, not a university-wide mandate or a universally accepted best practice.",-
Conduct informal meeting to explain topic,Present thesis in Colloquium,-,-,"The decision to hold an informal meeting is ultimately made by the supervisor and the chair, and it's not a requirement enforced by the university. It's a rule established within the specific context of the chair or department.",-
Write and submit proposal,Get registered by chair on Koinon,-,-,The process description states that the student must be registered to submit the thesis. This is a rule set by the university and can be changed at their discretion.,"You cannot submit a thesis without being registered for it. This is a data dependency, as the submission process requires the student to be registered in the system."
Write and submit proposal,Student accept thesis on Koinon,-,-,"The proposal serves as a contract between the student, supervisor, and professor outlining the thesis topic, methodology, and expected outcomes. This agreement is a crucial step before the student formally accepts the thesis on Koinon. The university doesn't mandate this proposal, but it's a common practice within the chair, making it a business rule.",-
Write and submit proposal,Start writing thesis,-,-,"The decision to require a proposal is entirely at the discretion of the individual chair. The supervisor explicitly states that each chair has different requirements and templates for proposals. This indicates a rule set by the chair, not a law or a universally accepted best practice.",-
Write and submit proposal,Conduct regular catch-up meetings,-,-,"The requirement to write and submit a proposal before conducting regular catch-up meetings is a decision made by the stakeholders of the process (the university and the chairs). It is not a legal requirement, nor is it a universally accepted best practice. The university could change this rule if they wanted to, for example, by allowing students to start meetings before submitting a proposal.",-
Write and submit proposal,Submit thesis on Koinon,-,-,"The decision to require a proposal is made by each individual chair. This indicates a rule that is under the chair's jurisdiction and can be changed or discarded at their discretion. The supervisor explicitly states that some chairs require a proposal, while others do not.",-
Write and submit proposal,Present thesis in Colloquium,-,-,"The proposal serves as a contract between the student, supervisor, and professor outlining the thesis's scope, methodology, and expected outcomes. This agreement is crucial for the thesis's direction and evaluation. The university doesn't mandate a proposal, but it's a common practice within the chair, making it a business rule.",-
Get registered by chair on Koinon,Student accept thesis on Koinon,-,-,"This ordering is entirely under the control of the university and the stakeholders involved in the thesis process. The university has chosen to implement this sequence in their online platform (Koinon) to ensure a structured and controlled process. They could change this rule if they wanted to, for example, allowing students to accept the thesis topic before the chair registers it.",-
Get registered by chair on Koinon,Start writing thesis,-,-,The decision to require registration before starting the thesis is ultimately under the control of the university and the individual chairs. They can change or discard this rule at their discretion. The student service center even acknowledges that they cannot prove if a student started writing before registration.,-
Get registered by chair on Koinon,Conduct regular catch-up meetings,-,-,"The process description clearly indicates that the chair's registration on Koinon is a prerequisite for the student to officially start the thesis. This is a rule established by the university and the chair, and it's not a universal practice. Other universities or departments might have different procedures.",-
Get registered by chair on Koinon,Submit thesis on Koinon,-,-,"The university, through its platform Koinon, has established a rule that students must be registered for their thesis before they can submit it. This rule is under the university's jurisdiction and can be changed or discarded at their discretion.",-
Get registered by chair on Koinon,Present thesis in Colloquium,-,-,"The university, through its examination regulations and the Koinon platform, has established a process where students must be registered for their thesis before they can submit it. This is a rule that the university can change or discard at its discretion. It's not a law enforced by a governmental body, nor is it a universally accepted best practice.",-
Student accept thesis on Koinon,Start writing thesis,-,-,-,-
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,-,"The process description clearly states that the student must accept the thesis on Koinon before they can officially start working on it. This is a rule set by the university and the chair, and it is not a law or a best practice. It is a rule that can be changed or discarded at the discretion of the stakeholders involved.",-
Student accept thesis on Koinon,Submit thesis on Koinon,-,-,"This relationship is entirely under the control of the university and the Koinon platform. They have established this sequence as a necessary step in the thesis submission process. The university could change this rule if they wanted to, for example, by allowing students to submit their thesis directly without accepting it first.",-
Student accept thesis on Koinon,Present thesis in Colloquium,-,-,"The university has established a system where the student formally accepts the thesis topic on Koinon, signifying the start of the thesis work. The colloquium, a presentation and defense of the thesis, is a separate event that occurs after the thesis is submitted. This sequence is not mandated by any law or best practice, but rather a rule set by the university to manage the thesis process.",-
Start writing thesis,Conduct regular catch-up meetings,-,-,"The process description clearly states that supervisors typically hold regular meetings with students to check their progress. This is a practice established by the supervisors themselves, not mandated by any law or regulation. The frequency of these meetings can vary, and the supervisors have the discretion to adjust them based on the student's needs.",-
Start writing thesis,Submit thesis on Koinon,-,-,-,You cannot submit a thesis without first writing it.
Start writing thesis,Present thesis in Colloquium,-,-,"The university, through its examination regulations and the individual chairs, has established a process where the thesis must be written and submitted before the colloquium can take place. This is a rule that the university can change or modify at its discretion.",You cannot present a thesis in a colloquium without having written it first. This is a fundamental logical constraint that cannot be violated.
Conduct regular catch-up meetings,Submit thesis on Koinon,-,"The interview with the supervisor explicitly states that while the university mandates a minimum of 0.2 semester weekly hours for the bachelor thesis, this is not realistic for students who are new to thesis writing. Supervisors typically hold longer weekly meetings to provide guidance and support. This practice is not mandated by the university but is widely accepted as a superior approach to ensure student success.",-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,"The process description highlights that while the university mandates a minimum of 0.2 semester weekly hours for the bachelor thesis, supervisors typically hold longer weekly meetings with students. This suggests that regular catch-up meetings are a common practice within the department, considered beneficial for student progress and thesis quality.  However, there's no explicit university rule enforcing these meetings.",-,-
Submit thesis on Koinon,Present thesis in Colloquium,"The examination regulations explicitly state that the colloquium must happen after the thesis is submitted. This is a rule set by the university, which is a governmental institution, and is therefore a governmental law.",-,-,-
