First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Write and submit proposal,Start writing thesis,-,-,-,"There is a logical dependency between the two activities. The student cannot start writing the thesis before submitting the proposal, as the proposal serves as a contract between the student and the supervisor regarding the topic and plan for the thesis. The second activity depends on the completion of the first activity in order to proceed with the process."
Write and submit proposal,Conduct regular catch-up meetings,-,"Based on the interview with the supervisor, the proposal is not mandatory by the university, but it is a common practice that supervisors require their students to write and submit a proposal before starting the thesis work. The supervisor states that the proposal is necessary and what the supervisors usually do, indicating that the relationship between writing the proposal and conducting the regular meetings is a best practice, not a mandatory requirement.",-,-
Write and submit proposal,Submit thesis on Koinon,"The examination regulations, set by the university and the Bavarian ministry, clearly states that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
Write and submit proposal,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly states that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
Get registered by chair on Koinon,Student accept thesis on Koinon,-,-,-,There is a data dependency between these two activities. The student cannot accept the thesis registration on Koinon without the chair first registering the thesis on Koinon. The second activity depends on the completion of the first activity in order to proceed.
Get registered by chair on Koinon,Start writing thesis,-,-,-,"There is a data dependency between these two activities. According to the interview with the student service center, the student must be registered on the Koinon platform before they can officially start writing the thesis. The student can start writing the thesis before being registered, but they cannot submit the thesis without being registered first. Therefore, the second activity 'Start writing thesis' depends on the successful completion of the first activity 'Get registered by chair on Koinon'."
Get registered by chair on Koinon,Conduct regular catch-up meetings,-,-,"Based on the information provided, the relationship between getting registered by the chair on Koinon and conducting regular catch-up meetings is a business rule. The supervisor mentioned that the weekly meetings are not mandatory by the university, but rather a practice that supervisors usually do to check the student's progress. This indicates that the requirement for regular meetings is a rule set by the chair/department, and not mandated by the university's examination regulations.",-
Get registered by chair on Koinon,Submit thesis on Koinon,"Based on the examination regulations, the student must be enrolled in the program at the university from the start of the thesis work until submission. Additionally, the regulations state that the thesis can only be submitted in electronic form to the examination committee. This indicates that the relationship between getting registered on Koinon and submitting the thesis on Koinon is a governmental law, as it is a rule created and enforced by the university and ministry to regulate the thesis submission process.",-,-,-
Get registered by chair on Koinon,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly state that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
Student accept thesis on Koinon,Start writing thesis,-,-,-,There is a data dependency between the two activities. The student cannot start writing the thesis until they have accepted the thesis registration on the Koinon platform. The second activity thus depends on data from the first activity to proceed with the process.
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,"The supervisor indicated that the regular weekly or bi-weekly meetings between the student and supervisor are not mandatory by the university, but rather a best practice that supervisors usually follow to ensure the student is progressing well on their thesis. The supervisor stated 'It's common that all supervisors have a regular weekly or bi-weekly meetings, but it's not a university rule, it's just what the supervisors usually do so that you are at pace for your thesis'.",-,-
Student accept thesis on Koinon,Submit thesis on Koinon,-,-,-,There is a logical dependency between the two activities. The student cannot submit the thesis on Koinon without first accepting the thesis registration on Koinon. The second activity is dependent on the completion of the first activity in order to proceed with the process.
Student accept thesis on Koinon,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly state that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
Start writing thesis,Conduct regular catch-up meetings,-,"According to the interview with the supervisor, the weekly or bi-weekly meetings between the student and supervisor are not mandated by the university, but rather a common practice that supervisors usually follow. This indicates that the relationship between starting to write the thesis and conducting regular meetings is considered a best practice, not a requirement.",-,-
Start writing thesis,Submit thesis on Koinon,-,-,-,There is a data dependency between the two activities. You cannot submit the thesis on Koinon without first starting to write the thesis. The second activity thus depends on data from the first activity to proceed with the process.
Start writing thesis,Present thesis in Colloquium,The examination regulations set by the university and the Bavarian ministry clearly state that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behavior of the students in the examination process.,-,-,-
Conduct regular catch-up meetings,Submit thesis on Koinon,-,"Based on the interview with the thesis supervisor, the regular catch-up meetings between the student and supervisor are not mandated by the university, but are rather a best practice that supervisors usually follow. The supervisor states that 'it's not mandatory by the university, but it's necessary and what the supervisors usually do'. This indicates that the relationship between conducting regular catch-up meetings and submitting the thesis is a best practice, not a governmental law or business rule.",-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,-,-,There is no direct dependency between the two activities. Conducting regular catch-up meetings during the thesis writing process is not a prerequisite for presenting the thesis in the colloquium. The colloquium can take place independently of the frequency of meetings held previously.
Submit thesis on Koinon,Present thesis in Colloquium,"The examination regulations, set by the university and the Bavarian ministry, clearly states that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university and the Bavarian state ministry to regulate the behaviour of the students in the examination process.",-,-,-
