sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Conduct informal meeting to explain topic;Student accept thesis on Koinon;-;The context indicates that the consultation session is suggested by the Student Service Center as a good practice for students before they apply for the thesis in Koinon. While it is not mandated, it is considered a superior procedure to ensure that students are well-informed about their topics before accepting the thesis.;-;-
Conduct informal meeting to explain topic;Start writing thesis;-;The context indicates that the informal meeting is a common practice among supervisors to ensure that students understand their thesis topics and are prepared to start writing. While it is not mandated by the university, it is a procedure that is usually accepted by the supervisors as a superior method to guide students, thus categorizing it as a best practice.;-;-
Conduct informal meeting to explain topic;Conduct regular catch-up meetings;-;The context indicates that while regular meetings are not mandated by the university, they are commonly practiced among supervisors to ensure students are on track with their thesis. The informal meeting serves as a preparatory step that enhances the effectiveness of the subsequent regular meetings, making it a best practice rather than a requirement.;-;-
Conduct informal meeting to explain topic;Submit thesis on Koinon;-;The context indicates that the consultation session is suggested by the Student Service Center as a way to ensure that students understand their thesis topics before proceeding. While it is not mandated by any formal regulations, it is considered a superior procedure that enhances the student's understanding and preparation, thus categorizing it as a best practice.;-;-
Conduct informal meeting to explain topic;Present thesis in Colloquium;-;The informal meeting to explain the topic is not mandated by the university but is a common practice among supervisors and students to ensure clarity and alignment on the thesis topic before proceeding to the formal presentation in the colloquium. This indicates that it is accepted as a superior procedure, hence a best practice.;-;-
Write and submit proposal;Get registered by chair on Koinon;-;-;The context indicates that writing a proposal is dependent on the chair's requirements, meaning that it is not universally mandated but rather a rule that can vary by chair. This suggests that the relationship is governed by the specific rules set by the chair, making it a business rule.;-
Write and submit proposal;Student accept thesis on Koinon;-;-;The context indicates that writing a proposal is dependent on the chair's requirements, which can vary. This suggests that the proposal is not universally mandated but is a rule that can be set by the chair, making it a business rule. The acceptance of the thesis on Koinon follows the proposal submission, indicating a process governed by the stakeholders' discretion.;-
Write and submit proposal;Start writing thesis;-;-;The proposal is not mandated by the university but is a rule set by the chair, indicating that it is under the jurisdiction of the stakeholders. The proposal serves as a guideline for the student to plan their thesis, but it is not strictly required to start writing the thesis, as some students have started writing before registration.;-
Write and submit proposal;Conduct regular catch-up meetings;-;The context indicates that while regular meetings are common and preferred among supervisors and students, they are not mandated by the university or any formal regulations. This suggests that the practice of conducting catch-up meetings is accepted as a best practice to ensure progress on the thesis, but it is not a strict requirement.;-;-
Write and submit proposal;Submit thesis on Koinon;-;-;The context indicates that writing a proposal is dependent on the specific requirements set by each chair, meaning it is not universally required but rather a rule that can vary. This suggests that the relationship is governed by business rules established by the chairs, which can dictate whether a proposal is necessary before submitting the thesis.;-
Write and submit proposal;Present thesis in Colloquium;The examination regulations set by the university clearly mandate that the colloquium must occur after the thesis is submitted. This indicates that the relationship between the two activities is governed by a rule created and enforced by the university to regulate the examination process.;-;-;-
Get registered by chair on Koinon;Student accept thesis on Koinon;-;-;The process indicates that the registration of the student by the chair is a prerequisite for the student to accept the thesis. This is a rule that is established by the stakeholders involved in the process, specifically the chair and the student service center, which can change or discard this rule at their discretion.;-
Get registered by chair on Koinon;Start writing thesis;-;-;The context indicates that the registration process is a rule set by the chair, as it is necessary for the student to be registered before they can officially start writing their thesis. This suggests that the relationship is governed by a business rule established by the stakeholders involved, specifically the chair and the student service center.;-
Get registered by chair on Koinon;Conduct regular catch-up meetings;-;-;The process indicates that the registration by the chair is a prerequisite for the student to begin their thesis work, which includes conducting regular catch-up meetings. This suggests that the timing of these activities is determined by the internal rules of the department rather than any external law or best practice, making it a business rule.;-
Get registered by chair on Koinon;Submit thesis on Koinon;-;-;The process description indicates that the registration of the student by the chair is a necessary step before the student can submit their thesis. This is a rule that is established by the chair and is not mandated by any governmental law or best practice, indicating that it falls under the jurisdiction of the stakeholders involved in the process.;-
Get registered by chair on Koinon;Present thesis in Colloquium;The context indicates that the registration process is governed by examination regulations that dictate the sequence of activities. Specifically, students must be registered for the Bachelor Colloquium after completing their Bachelor's Thesis, which is a requirement set by the university. This establishes a clear governmental law that regulates the process.;-;-;-
Student accept thesis on Koinon;Start writing thesis;-;-;The process description indicates that the acceptance of the thesis on Koinon is a necessary step before the student can officially begin writing the thesis. This is a rule that is established by the stakeholders involved in the process, specifically the chair and the student service center, which indicates that it is a business rule rather than a governmental law or best practice.;The ordering is due to a logical dependency; the student cannot start writing the thesis until they have accepted it on Koinon, as the acceptance formalizes the beginning of the thesis process.
Student accept thesis on Koinon;Conduct regular catch-up meetings;-;The context indicates that after accepting the thesis, the student begins working on it, and while regular catch-up meetings are suggested, they are not mandated by any formal rule or law. This suggests that conducting these meetings is a best practice to ensure progress and communication, rather than a requirement.;-;-
Student accept thesis on Koinon;Submit thesis on Koinon;-;-;The process indicates that the acceptance of the thesis on Koinon is a necessary step before submission, as the student officially has four months to upload the thesis after accepting it. This indicates that the acceptance is a rule set by the stakeholders involved in the process, specifically the university and the Koinon platform, which can be considered a business rule.;The submission of the thesis logically depends on the acceptance of the thesis. You cannot submit a thesis without first accepting it on the Koinon platform, indicating a logical dependency.
Student accept thesis on Koinon;Present thesis in Colloquium;The university's examination regulations clearly mandate that the colloquium must occur after the thesis has been submitted. This indicates that the relationship between the two activities is governed by a rule created and enforced by the university to regulate the examination process.;-;-;-
Start writing thesis;Conduct regular catch-up meetings;-;The context indicates that regular meetings with the advisor are common practice among supervisors to ensure the student is on track with their thesis. However, it is not mandated by the university, making it a best practice rather than a requirement.;-;-
Start writing thesis;Submit thesis on Koinon;-;-;-;There is a logical dependency between the two activities. You cannot submit a thesis on Koinon without first writing it, as the submission requires the completed work to be uploaded.
Start writing thesis;Present thesis in Colloquium;The examination regulations clearly state that the colloquium must occur after the thesis is submitted, indicating that this is a rule created and enforced by the university to regulate the examination process for students.;-;-;-
Conduct regular catch-up meetings;Submit thesis on Koinon;-;The context suggests that regular catch-up meetings are a recommended procedure to ensure that students are on track with their thesis work before submission. While these meetings are not mandated by any formal regulation, they are considered a superior practice to facilitate communication and progress monitoring.;-;-
Conduct regular catch-up meetings;Present thesis in Colloquium;-;The context indicates that while regular meetings with the supervisor are not mandated by the university, they are commonly practiced among students and supervisors to ensure progress on the thesis. This suggests that conducting regular catch-up meetings is considered a best practice to prepare adequately for the colloquium.;-;-
Submit thesis on Koinon;Present thesis in Colloquium;The examination regulations set by the university clearly mandate that the colloquium must occur after the thesis submission. This indicates that the relationship between the two activities is governed by a rule created and enforced by the university to regulate the examination process.;-;-;-
