sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Conduct informal meeting to explain topic;Submit thesis on Koinon;-;-;-;-
Conduct informal meeting to explain topic;Present thesis in Colloquium;-;-;-;-
Write and submit proposal;Get registered by chair on Koinon;-;-;The proposal requirement is set by each chair and not universally applied, indicating it's under the full jurisdiction of the chair. The context states, 'So it depends on the chairs,' suggesting chairs can change or discard this rule at their discretion.;-
Write and submit proposal;Student accept thesis on Koinon;-;-;-;-
Write and submit proposal;Start writing thesis;-;-;The proposal requirement is set by the chair and not mandated by the university. Different chairs have different practices, indicating it's under the full jurisdiction of the chair and can be changed at their discretion.;-
Write and submit proposal;Conduct regular catch-up meetings;-;-;The context indicates that both the proposal requirement and regular meetings are practices determined by individual chairs or supervisors, not by university-wide regulations. This aligns with the definition of a Business Rule as being under the full jurisdiction of the stakeholders and can be changed at their discretion.;-
Write and submit proposal;Submit thesis on Koinon;-;-;The proposal requirement varies among chairs and is not a university-wide mandate. Chairs have the discretion to require or not require a proposal, indicating it's under their jurisdiction and can be changed at their discretion.;-
Write and submit proposal;Present thesis in Colloquium;-;-;-;Logical dependency: It's impossible to present a thesis in a colloquium before writing and submitting a proposal for that thesis. The proposal outlines the planned work, which then leads to the actual thesis writing, submission, and finally, presentation in the colloquium.
Get registered by chair on Koinon;Student accept thesis on Koinon;-;-;The process of registering the student on Koinon by the chair and then having the student accept the thesis on Koinon appears to be a procedure established by the university or department. It's not mentioned as a governmental requirement or an optional best practice, but rather as a part of the internal process for managing theses.;There's a logical dependency where the chair must first input the thesis information into Koinon before the student can accept it. It would be impossible for the student to accept a non-existent thesis registration.
Get registered by chair on Koinon;Start writing thesis;-;-;The registration process on Koinon before starting the thesis is a formal procedure established by the university to manage and track thesis projects. It involves specific steps like chair registration, student confirmation, and approval by the Student Service Center, indicating it's an internal rule set by the university rather than a governmental law or industry-wide best practice.;-
Get registered by chair on Koinon;Conduct regular catch-up meetings;-;-;The registration on Koinon by the chair is a formal step required before the student can officially begin working on their thesis. This process is managed by university stakeholders and appears to be a procedure established to manage the thesis process effectively. Regular catch-up meetings logically occur after the student is officially registered and working on their thesis.;-
Get registered by chair on Koinon;Submit thesis on Koinon;-;-;The process of registering the student on Koinon before thesis submission is a procedure established by the university using their Koinon platform. It's not mandated by governmental law or widely accepted as a best practice, but rather an internal workflow under the university's control.;-
Get registered by chair on Koinon;Present thesis in Colloquium;The examination regulations state that students are considered registered for the Bachelor Colloquium only after successfully completing their Bachelor's Thesis, implying that registration on Koinon must occur before the colloquium. This is part of the formal examination process governed by educational authorities.;-;-;-
Student accept thesis on Koinon;Start writing thesis;-;-;The process of accepting the thesis on Koinon before starting to write is an internal procedure established by the university to manage and track thesis projects. It involves multiple stakeholders (chair, student, Student Service Center) within the university system and is a required step before officially beginning the thesis work.;-
Student accept thesis on Koinon;Conduct regular catch-up meetings;-;-;-;-
Student accept thesis on Koinon;Submit thesis on Koinon;The process appears to be a standardized, official procedure with strict timelines and use of a specific platform (Koinon), suggesting regulation by university or higher educational authorities.;-;-;Logical dependency: A thesis cannot be submitted before it's officially accepted and registered in the system. The four-month writing period starts from acceptance, which must precede submission.
Student accept thesis on Koinon;Present thesis in Colloquium;The context explicitly states that it is mandated by the university's examination regulations that the colloquium must happen after the thesis is submitted. University examination regulations are typically enforced by governmental institutions to regulate academic processes.;-;-;-
Start writing thesis;Conduct regular catch-up meetings;-;Regular meetings between student and supervisor are common and widely accepted, but not mandated by university rules. The context states: 'It's common that all supervisors have a regular weekly or bi-weekly meetings, but it's not a university rule, it's just what the supervisors usually do so that you are at pace for your thesis.';-;-
Start writing thesis;Submit thesis on Koinon;The context indicates an official four-month time limit for writing and submitting the thesis, which is typically enforced by university or higher education authorities.;-;-;Logical dependency: It's impossible to submit a thesis before it has been written.
Start writing thesis;Present thesis in Colloquium;The examination regulations mandate that the colloquium must occur after the thesis submission. This is evident from the statement: 'it is mandated by the university's examination regulations that the colloquium must happen after the thesis is submitted.' Additionally, the regulations state, 'Students are considered registered for the Bachelor Colloquium once they have successfully completed their Bachelor's Thesis.';-;-;-
Conduct regular catch-up meetings;Submit thesis on Koinon;-;-;-;-
Conduct regular catch-up meetings;Present thesis in Colloquium;-;-;-;-
Submit thesis on Koinon;Present thesis in Colloquium;The context explicitly states that this ordering is mandated by the university's examination regulations, which are typically enforced by governmental institutions to regulate academic processes.;-;-;-
