sep=;
First Activity;Second Activity;Governmental Law;Best Practice;Business Rule;Law of Nature
Conduct informal meeting to explain topic;Start writing thesis;-;The supervisor states that the weekly meetings are not a university rule, but rather a common practice among supervisors. This indicates that the relationship between the two activities is a best practice, as it is a procedure usually accepted by the organization's staff to be superior to alternatives, but is not required to be followed nor enforced by any stakeholder.;-;-
Conduct informal meeting to explain topic;Conduct regular catch-up meetings;-;The supervisor states that the informal meeting is not mandatory by the university, but it is necessary and what the supervisors usually do. This indicates that the relationship between the two activities is a best practice since it is a procedure usually accepted by the organization's staff to be superior to alternatives, but is not required to be followed nor enforced by any stakeholder.;-;-
Conduct informal meeting to explain topic;Submit thesis on Koinon;-;The student service center suggests that students come to their consultation hour or write an email to ask if it's okay to apply for the thesis in Koinon. This suggests that the informal meeting is not mandatory but is a recommended step before submitting the thesis on Koinon. This is a best practice because it is a procedure that is usually accepted by the student service center as superior to alternatives, but is not required to be followed.;-;-
Conduct informal meeting to explain topic;Present thesis in Colloquium;-;The supervisor states that the informal meeting is not mandatory but is a common practice. This indicates that the meeting is not a requirement but is a preferred procedure, making it a best practice.;-;-
Write and submit proposal;Get registered by chair on Koinon;-;-;The student service center representative states that the proposal is not required by the university, but it is a rule set by each chair. This indicates that the relationship between the two activities is a business rule since it is a rule that is under the full jurisdiction of the chair, a stakeholder of the process.;-
Write and submit proposal;Student accept thesis on Koinon;-;-;The supervisor states that the proposal is not required by the university, but it depends on the chair. This indicates that the relationship between the two activities is a business rule since it is a rule that is under the full jurisdiction of the chair, a stakeholder of the process.;-
Write and submit proposal;Start writing thesis;-;-;The supervisor states that the proposal is not mandated by the university, but rather a rule set by the chair. This indicates that the relationship between the two activities is a business rule since it is a rule that is under the full jurisdiction of the chair, a stakeholder of the process.;-
Write and submit proposal;Conduct regular catch-up meetings;-;The supervisor states that while there is no university rule, it is common for supervisors to have regular weekly or bi-weekly meetings. This indicates that the relationship between the two activities is a best practice since it is a procedure usually accepted by the organization's staff to be superior to alternatives, but is not required to be followed nor enforced by any stakeholder.;-;-
Write and submit proposal;Submit thesis on Koinon;-;-;The interviewee states that the proposal is not required by the university but is a rule set by each chair. This indicates that the relationship between the two activities is a business rule since it is a rule that is under the full jurisdiction of the chair, a stakeholder of the process.;-
Write and submit proposal;Present thesis in Colloquium;The supervisor explicitly states that the colloquium must happen after the thesis is submitted, and this is mandated by the university's examination regulations. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the behaviour of the students in the examination process.;-;-;There is a data dependency between the two activities. You cannot present a thesis in a colloquium without having written and submitted the thesis first. The second activity thus depends on data from the first activity to proceed with the process.
Get registered by chair on Koinon;Student accept thesis on Koinon;-;-;The student service center states that the chair registers the student on Koinon, and then the student has to confirm the thesis via Koinon. This indicates that the relationship between the two activities is a business rule since it is a rule that is under the full jurisdiction of the chair, a stakeholder of the process.;There is a data dependency between the two activities. The student cannot accept the thesis on Koinon without being registered on Koinon first. The second activity thus depends on data from the first activity to proceed with the process.
Get registered by chair on Koinon;Start writing thesis;-;-;The supervisor states that the chair registers the student on Koinon and then the student can start working on the thesis. This indicates that the relationship between the two activities is a business rule since it is a rule that is under the full jurisdiction of the chair, a stakeholder of the process. The supervisor also mentions that other departments may not require this consultation session, further indicating that this is a rule that is not mandated by the university but rather by the chair.;-
Get registered by chair on Koinon;Conduct regular catch-up meetings;-;-;The student service center states that the student is registered on Koinon and then the student service center receives an email from Koinon. This indicates that the registration on Koinon is a prerequisite for the student service center to be notified of the student's registration. The student service center then suggests that the student comes to their consultation hour or writes an email to ask if it's okay to apply for the thesis in Koinon. This suggests that the student service center is involved in the process of approving the thesis topic and that the student must be registered on Koinon before they can apply for the thesis. The student service center also states that the suggestion to visit them is established by their department since the major does not have many students. This indicates that the relationship between the two activities is a business rule since it is a rule that is under the full jurisdiction of the student service center, a stakeholder of the process.;-
Get registered by chair on Koinon;Submit thesis on Koinon;-;-;The student service center states that the chair registers the student on Koinon before the student can submit the thesis. This is a rule set by the chair, a stakeholder of the process, and not a university-wide regulation. Therefore, it is a business rule.;There is a data dependency between the two activities. You cannot submit a thesis on Koinon without being registered on Koinon. The second activity thus depends on data from the first activity to proceed with the process.
Get registered by chair on Koinon;Present thesis in Colloquium;The examination regulations, set by the university, clearly states that the student must be registered for the Bachelor Colloquium once they have successfully completed their Bachelor's Thesis. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the behaviour of the students in the examination process.;-;-;There is a data dependency between the two activities. You cannot present a thesis in the Colloquium without being registered for it. The second activity thus depends on data from the first activity to proceed with the process.
Student accept thesis on Koinon;Start writing thesis;-;-;The student service center states that the student must accept the thesis on Koinon before they can start writing. This is a rule set by the university, which is a stakeholder in the process. The rule is not a law, as it is not enforced by any governmental body. It is also not a best practice, as it is not a procedure that is generally accepted as superior to alternatives. Therefore, the rule is a business rule.;There is a data dependency between the two activities. You cannot start writing a thesis without accepting it on Koinon first. The second activity thus depends on data from the first activity to proceed with the process.
Student accept thesis on Koinon;Conduct regular catch-up meetings;-;-;-;-
Student accept thesis on Koinon;Submit thesis on Koinon;-;-;The student service center states that the student must accept the thesis on Koinon before submitting it. This is a rule set by the university, which is a stakeholder in the process. The rule is not a law, as it is not enforced by any governmental institution. It is also not a best practice, as it is not a procedure that is generally accepted as superior to alternatives. Therefore, the relationship between the two activities is a business rule.;There is a data dependency between the two activities. You cannot submit a thesis without first accepting it on Koinon. The second activity thus depends on data from the first activity to proceed with the process.
Student accept thesis on Koinon;Present thesis in Colloquium;The supervisor explicitly states that the colloquium must happen after the thesis is submitted, and that this is mandated by the university's examination regulations. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the behaviour of the students in the examination process.;-;-;-
Start writing thesis;Conduct regular catch-up meetings;-;The student and the supervisor both mention that the meetings are not a university rule, but rather a common practice among supervisors. This indicates that the meetings are not mandated by any external authority, but are rather accepted as a superior procedure by the supervisors, hence, a best practice.;-;-
Start writing thesis;Submit thesis on Koinon;-;-;-;There is a data dependency between the two activities. You cannot submit a thesis on Koinon without having written it first. The second activity thus depends on data from the first activity to proceed with the process.
Start writing thesis;Present thesis in Colloquium;The examination regulations, set by the university, clearly states that the thesis must be submitted before the student can present it in the colloquium. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the behaviour of the students in the examination process.;-;-;There is a data dependency between the two activities. You cannot present a thesis in a colloquium without having written it first. The second activity thus depends on data from the first activity to proceed with the process.
Conduct regular catch-up meetings;Submit thesis on Koinon;-;The interviewee mentions that the student service center suggests that students come to their consultation hour or write an email to ask if it's okay to apply for the thesis in Koinon. This suggests that the consultation hour is not a mandatory requirement but rather a recommended practice by the student service center. This makes it a best practice as it is a procedure that is usually accepted by the organization's staff to be superior to alternatives but is not required to be followed.;-;-
Conduct regular catch-up meetings;Present thesis in Colloquium;-;The supervisor states that while regular meetings are not mandatory, they are usually preferred by students and supervisors. This indicates that the relationship between the two activities is a best practice since it is a procedure usually accepted by the organization's staff to be superior to alternatives, but is not required to be followed nor enforced by any stakeholder.;-;-
Submit thesis on Koinon;Present thesis in Colloquium;The supervisor explicitly states that the colloquium must happen after the thesis is submitted, and that this is mandated by the university's examination regulations. This indicates that the relationship between the two activities is a governmental law since it is a rule created and enforced by the university to regulate the behaviour of the students in the examination process.;-;-;-
