First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Conduct informal meeting to explain topic,Student accept thesis on Koinon,-,The informal meeting is not mandatory by university regulations but is widely accepted and considered necessary by supervisors to ensure student understanding and alignment on the topic before formal registration.,-,-
Conduct informal meeting to explain topic,Start writing thesis,-,"The supervisor states it's not mandatory but necessary and commonly done by supervisors. It's a widely accepted practice to ensure students understand the topic and align expectations, without being formally enforced by the university or department.",-,-
Conduct informal meeting to explain topic,Conduct regular catch-up meetings,-,"The thesis supervisor states it's not mandatory but necessary and what supervisors usually do. It's considered an effective approach to ensure student understanding and commitment before starting regular meetings, but not dictated by university rules or laws.",-,-
Conduct informal meeting to explain topic,Submit thesis on Koinon,-,"The informal meeting is described as necessary and commonly done by supervisors, but not mandated by the university. The thesis supervisor states, 'I think it's not mandatory by the university, but it's necessary and what the supervisors usually do.'",-,-
Conduct informal meeting to explain topic,Present thesis in Colloquium,-,"The supervisor states it's not mandatory but necessary and what supervisors usually do. It ensures the student understands the topic and is prepared, leading to better outcomes, which aligns with the concept of a Best Practice.",-,-
Write and submit proposal,Get registered by chair on Koinon,-,"The proposal is not universally mandated but is a common practice adopted by many chairs. It allows students to refine ideas and supervisors to assess project feasibility before formal registration, though some chairs don't require it.",-,-
Write and submit proposal,Student accept thesis on Koinon,-,"Writing a proposal is not universally mandatory but is a common and recommended practice across many chairs. It allows students to refine ideas and supervisors to assess project feasibility before formal registration, though some chairs don't require it.",-,-
Write and submit proposal,Start writing thesis,-,"Proposal writing is a common practice adopted by many chairs and supervisors, but not universally mandated. The supervisor mentions it's up to each chair to decide, and the student confirms some chairs don't require it, indicating flexibility in its application.",-,-
Write and submit proposal,Conduct regular catch-up meetings,-,-,"The process of writing and submitting a proposal before conducting regular catch-up meetings is established by individual chairs or departments. The supervisor mentions that each chair has different requirements for proposals, indicating this is a rule set at the discretion of the chair or department.",-
Write and submit proposal,Submit thesis on Koinon,-,"The proposal is a common practice across many chairs but not universally required. It's considered beneficial for refining the topic, getting early feedback, and serving as an informal agreement, but it's not mandated by the university or enforced as a strict rule by all chairs.",-,-
Write and submit proposal,Present thesis in Colloquium,-,-,"The proposal requirement is set by individual chairs or departments, not universally mandated. The supervisor states, 'It is up to each chair to decide if they require a proposal or not,' indicating it's a rule established by the academic department that can be changed at their discretion.",-
Get registered by chair on Koinon,Student accept thesis on Koinon,-,-,"This ordering is established by the university to manage the thesis registration process. It's not mandated by law or a universal best practice, but a specific procedure set by the Technical University of Munich, which they have the authority to modify if needed.",-
Get registered by chair on Koinon,Start writing thesis,-,-,The order is determined by the university's internal processes and can be changed at their discretion. It's not mandated by law or a widely accepted best practice across all universities.,-
Get registered by chair on Koinon,Conduct regular catch-up meetings,-,"Regular catch-up meetings are not mandated by law or strict university rules, but are widely accepted as beneficial. The supervisor and student both confirm these meetings are common practice but not mandatory, indicating it's a best practice among thesis supervisors.",-,-
Get registered by chair on Koinon,Submit thesis on Koinon,"This relationship is mandated by the university's official examination regulations, specifically §18 (1) of the General Academic and Examination Regulations (APSO), which states that students must be enrolled from the start of thesis work until submission. This is further confirmed by the Student Service Center representative.",-,-,-
Get registered by chair on Koinon,Present thesis in Colloquium,"The order is mandated by the university's examination regulations (FPSO), which state that students are considered registered for the Bachelor Colloquium only after completing their Bachelor's Thesis, implying prior registration on Koinon.",-,-,-
Student accept thesis on Koinon,Start writing thesis,-,-,"This order is established by the university for administrative purposes and can be changed at their discretion. It's not mandated by law or universally accepted as best practice. The interviews reveal some flexibility in this process, further supporting it as a Business Rule.",-
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,-,"This ordering is established by the university or specific departments as part of their internal workflow for managing thesis projects. It's not mandated by law or a widely accepted best practice across all universities. The supervisor mentioned that the student approves the thesis on Koinon after registration, and regular meetings are described as common practice but not strictly mandated by university regulations.",-
Student accept thesis on Koinon,Submit thesis on Koinon,-,-,"This ordering is established by the university to manage and track the thesis process. It's not mandated by law or a universal best practice, but rather a procedure set by the institution that could be changed at their discretion.",There's a logical dependency where accepting the thesis on Koinon creates the necessary data structures and permissions for the student to later submit the thesis on the platform.
Student accept thesis on Koinon,Present thesis in Colloquium,"The relationship is governed by official examination regulations set by the university and Bavarian State Ministry. The FPSO states that students are registered for the Bachelor Colloquium after completing their thesis, and the APSO requires thesis submission to the examination committee (via Koinon) before the colloquium can take place.",-,-,-
Start writing thesis,Conduct regular catch-up meetings,-,"Regular catch-up meetings are described as a common practice among supervisors, not mandated by law or strictly enforced by the university. The supervisor and student interviews indicate these meetings are widely accepted but not required, aligning with the definition of a Best Practice.",-,-
Start writing thesis,Submit thesis on Koinon,-,-,"The university allows students to start writing their thesis before officially submitting it on Koinon. This flexibility is a procedure established by the university that can be changed at their discretion, as evidenced by statements from the Student Service Center and the student interviewed.","It's logically impossible to submit a thesis before writing it. The thesis must exist (be written) before it can be submitted, representing a data dependency where the submission action requires the existence of the thesis document as input."
Start writing thesis,Present thesis in Colloquium,"The examination regulations set by the Technical University of Munich explicitly state that students must complete their Bachelor's Thesis before presenting it in the Colloquium. This order is mandated by the university's official regulations, making it a legal requirement within the academic context.",-,-,-
Conduct regular catch-up meetings,Submit thesis on Koinon,-,"Both supervisor and student mentioned regular meetings are common but not mandatory. The supervisor stated it's 'what supervisors usually do', and the student confirmed it's 'not a university rule, it's just what the supervisors usually do'. This indicates a widely accepted beneficial practice without being an enforced rule.",-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,"Regular meetings are not mandatory but are considered beneficial and commonly practiced. The supervisor and student both indicate that these meetings are optional but recommended, aligning with the definition of a Best Practice as a procedure that is usually accepted to be superior but not required.",-,-
Submit thesis on Koinon,Present thesis in Colloquium,"The order is mandated by the university's examination regulations (FPSO § 46a), which are based on state-level regulations. The regulations explicitly state that students are considered registered for the Bachelor Colloquium once they have successfully completed their Bachelor's Thesis.",-,-,-
