First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Conduct informal meeting to explain topic,Student accept thesis on Koinon,-,"The informal meeting between the supervisor and student to explain the thesis topic in detail is not mandated by the university, but is a common practice to ensure the student understands the topic and its potential outcomes before committing to it. This allows the student to make an informed decision about accepting the thesis. However, the student must still formally accept the thesis on the Koinon platform, which is a required step in the registration process.",-,-
Conduct informal meeting to explain topic,Start writing thesis,-,"The informal meeting between the student and supervisor to explain the thesis topic is not a mandatory requirement set by the university, but rather a best practice that supervisors typically follow to ensure the student understands the topic and its expected outcomes before starting the writing phase.",-,-
Conduct informal meeting to explain topic,Conduct regular catch-up meetings,-,"The informal meeting to explain the thesis topic to the student is a common practice among supervisors to ensure the student understands the topic and is interested in it, but it is not mandated by the university. The regular catch-up meetings during the thesis writing phase are also a best practice recommended by the supervisors, but not strictly required by the university regulations.",-,-
Conduct informal meeting to explain topic,Submit thesis on Koinon,-,"The informal meeting to explain the thesis topic to the student is not mandated by the university examination regulations, but is a common practice among the supervisors to ensure the student understands the topic and its expected outcomes before proceeding with writing the thesis. However, the submission of the completed thesis on the Koinon platform is a required step to officially register and complete the thesis process.",-,-
Conduct informal meeting to explain topic,Present thesis in Colloquium,-,"The informal meeting to explain the thesis topic to the student is a common practice at the university, but is not a mandatory requirement enforced by any stakeholder. The presentation of the thesis in the colloquium, on the other hand, is a mandatory requirement set by the university's examination regulations.",-,-
Write and submit proposal,Get registered by chair on Koinon,-,"Based on the interviews, writing and submitting a proposal is not a mandatory requirement by the university, but it is a common practice followed by the chairs to ensure the student understands the thesis topic and its expected outcomes. The chair then uses the Koinon platform to officially register the thesis, which is a requirement. Therefore, the order of writing the proposal first and then getting registered is considered a best practice followed by the chairs, even though it is not mandated by the university.",-,-
Write and submit proposal,Student accept thesis on Koinon,-,"The relationship between writing and submitting the proposal, and the student accepting the thesis on Koinon, is a best practice, as it is not mandated by the university's rules, but is a recommended procedure that the organization and supervisors have established to ensure a smooth thesis registration process. The proposal writing and submission helps the supervisor and examiner evaluate the thesis topic and plan, and the student's acceptance on Koinon confirms their agreement with the registered thesis, even though this is not strictly required by the examination regulations.",-,-
Write and submit proposal,Start writing thesis,-,"The examination regulations do not mandate that students must write and submit a proposal before starting the thesis. However, based on the interview with the supervisor, it is a common practice across chairs for students to write a proposal that is reviewed by the advisor and examiner before the student can officially start the thesis work. This helps align the student's work with the expected outcomes and timeline of the thesis.",-,-
Write and submit proposal,Conduct regular catch-up meetings,-,"The regular catch-up meetings between the student and supervisor are not mandated by the university, but are considered a best practice to monitor the student's progress and provide guidance during the thesis writing process.",-,-
Write and submit proposal,Submit thesis on Koinon,-,-,"The relationship between writing and submitting the proposal, and then submitting the completed thesis on Koinon is a business rule set by the university and the individual chairs. While writing the proposal is a common practice, it is not mandated by the university regulations and is at the discretion of the chair. Similarly, the requirement to submit the thesis on the Koinon platform is a rule set by the university, but the timing of when the student can submit the thesis is flexible, as the student can start working on the thesis before being officially registered in the system.",-
Write and submit proposal,Present thesis in Colloquium,-,"The relationship between writing and submitting the proposal and presenting the thesis in the colloquium is not mandated by any governmental law or university business rule, but is considered a best practice. The proposal serves as a plan for the thesis, which is then presented in the colloquium. The colloquium presentation allows the student to defend their work and receive feedback, but it is not an enforced requirement that the proposal precede the colloquium presentation.",-,-
Get registered by chair on Koinon,Student accept thesis on Koinon,-,-,"According to the information provided, the chair registers the thesis topic for the student on the Koinon platform, and then the student has to confirm or accept this thesis registration on Koinon. This is a procedural requirement set by the university, but it is not mandated by any governmental law or regulation. It is a business rule established by the university and the department to manage the thesis registration process.",-
Get registered by chair on Koinon,Start writing thesis,-,-,-,"The student cannot start writing the thesis before they are officially registered for it on Koinon. This is a logical dependency, as the university requires the thesis to be registered before the student can begin working on it."
Get registered by chair on Koinon,Conduct regular catch-up meetings,-,"The regular catch-up meetings between the student and supervisor are not mandatory by the university regulations, but are considered a best practice to ensure the progress of the thesis work. The supervisor mentions that these meetings are not strictly required, but are usually done by supervisors to monitor the student's progress and provide guidance.",-,-
Get registered by chair on Koinon,Submit thesis on Koinon,-,-,"The examination regulations state that the student must be officially registered on Koinon in order to submit their thesis. This is a rule set by the university that the stakeholders (chairs and students) must follow, but it is not mandated by any governmental law or considered an industry best practice.",-
Get registered by chair on Koinon,Present thesis in Colloquium,-,-,"According to the examination regulations, the student must be registered for the thesis on the Koinon platform before they can proceed to present the thesis in the colloquium. This is a requirement set by the university and is under the discretion of the stakeholders involved in the process.",-
Student accept thesis on Koinon,Start writing thesis,-,-,"According to the interview with the student, it is not mandatory for the student to wait until the thesis is registered on Koinon before starting to write the thesis. The student mentioned that they were advised they can start writing the thesis even before being registered, as the only requirement is to be registered before submitting the final thesis. This suggests that the order between these two activities is a business rule set by the department or university, rather than a legal requirement or best practice.",-
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,"While the university does not explicitly mandate regular catch-up meetings between the student and supervisor during the thesis writing phase, it is considered a best practice that is commonly followed to ensure the student's progress and provide guidance.",-,-
Student accept thesis on Koinon,Submit thesis on Koinon,-,-,-,"The student must first accept the thesis registration on Koinon before they can submit the completed thesis on the same platform. This is a logical dependency, as the student cannot submit the thesis without first confirming the registration of the thesis topic."
Student accept thesis on Koinon,Present thesis in Colloquium,-,-,"According to the examination regulations, the student is considered registered for the Bachelor Colloquium once they have successfully completed their Bachelor's Thesis. The colloquium should then take place no later than two months after the thesis registration date, indicating that the presentation of the thesis in the colloquium is a required step after the student accepts the thesis registration on the Koinon platform.",-
Start writing thesis,Conduct regular catch-up meetings,-,"While the university does not mandate weekly meetings between the student and supervisor during the thesis writing phase, it is considered a best practice by the supervisors to have regular catch-up meetings, typically weekly or bi-weekly. This allows the supervisor to provide guidance, feedback, and support to the student throughout the thesis writing process.",-,-
Start writing thesis,Submit thesis on Koinon,-,"While the student is allowed to start writing the thesis before being officially registered in the Koinon system, it is considered a best practice to wait until the registration is complete before beginning the writing process. This allows the student to properly follow the university's procedures and ensures that their work can be officially submitted and evaluated.",-,-
Start writing thesis,Present thesis in Colloquium,-,"The examination regulations state that the colloquium must take place after the submission of the thesis, but it is a common best practice for supervisors to have the student present the thesis in a colloquium shortly after submission, usually within 2 months. This is not mandated by the university regulations, but is considered a superior approach by the organization and industry.",-,-
Conduct regular catch-up meetings,Submit thesis on Koinon,-,"The process description indicates that regular catch-up meetings between the student and supervisor are a common practice, but are not mandated by the university. These meetings help the supervisor track the student's progress and provide guidance, but are not a strict requirement before the student can submit the thesis.",-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,"The regular catch-up meetings between the student and supervisor during the thesis work phase are a common best practice, but are not mandatory or enforced by any stakeholder. The presentation of the thesis in the colloquium, however, is a mandatory requirement as per the university's examination regulations.",-,-
Submit thesis on Koinon,Present thesis in Colloquium,-,-,"The examination regulations state that the colloquium must take place after the thesis has been submitted. This is a rule set by the university that the stakeholders (supervisors, students, etc.) must follow, but it is not mandated by any governmental law.",-
