First Activity,Second Activity,Governmental Law,Best Practice,Business Rule,Law of Nature
Get registered by chair on Koinon,Present thesis in Colloquium,"The order is mandated by the university's examination regulations (FPSO), which are set by the university and Bavarian State Ministry. § 46a (1) states that students are registered for the Bachelor Colloquium after completing their thesis, implying registration must precede the colloquium.",-,-,-
Student accept thesis on Koinon,Start writing thesis,-,-,The order is an administrative procedure implemented by the university to manage and track thesis progress. It's under the university's jurisdiction and not mandated by external regulations or widely accepted as a best practice.,-
Student accept thesis on Koinon,Conduct regular catch-up meetings,-,-,-,There is a logical dependency as the student needs to be officially registered for the thesis (which includes accepting it on Koinon) before regular catch-up meetings about thesis progress can meaningfully occur.
Student accept thesis on Koinon,Submit thesis on Koinon,-,-,This ordering is a procedural step set by the university or department managing the Koinon system. It's under the full jurisdiction of the university and can be changed at their discretion.,There is a logical dependency where registration (acceptance) must precede submission. You cannot submit a thesis that hasn't been officially registered in the system.
Student accept thesis on Koinon,Present thesis in Colloquium,"The order is mandated by the university's examination regulations (FPSO) set by the Technical University of Munich and Bavarian State Ministry, which state that students are registered for the Bachelor Colloquium after completing their Bachelor's Thesis.",-,-,-
Start writing thesis,Conduct regular catch-up meetings,-,"Regular catch-up meetings are described as a common and beneficial practice by supervisors, not strictly mandated by university regulations. The supervisor states that longer weekly meetings are what they usually do, indicating it's seen as superior to the minimum required time.",-,"There's a logical dependency between these activities. Regular catch-up meetings about thesis writing progress can't occur before the writing has started, as they're meant to discuss ongoing work."
Start writing thesis,Submit thesis on Koinon,-,-,"The university sets this rule in its examination regulations, specifying a four-month timeframe for writing and submitting the thesis. This is under the full jurisdiction of the university as a key stakeholder.",-
Start writing thesis,Present thesis in Colloquium,The order is mandated by the official examination regulations set by the university and the Bavarian State Ministry. The FPSO states that students are considered registered for the Bachelor Colloquium only after successfully completing their Bachelor's Thesis.,-,-,"There is a natural logical dependency between these activities. The presentation depends on the existence of the written thesis, creating a data dependency."
Conduct regular catch-up meetings,Submit thesis on Koinon,-,"Regular meetings are not mandated by university regulations but are widely accepted as beneficial. The supervisor mentions, 'What the supervisors usually do is to have the longer weekly meetings with the bachelor students,' indicating a common practice adopted for better guidance and progress monitoring.",-,-
Conduct regular catch-up meetings,Present thesis in Colloquium,-,"Regular catch-up meetings are commonly accepted by supervisors and students as beneficial, but not strictly mandated. The supervisor mentions 'what the supervisors usually do is to have the longer weekly meetings' and the student states 'it's common that all supervisors have regular weekly or bi-weekly meetings, but it's not a university rule'.",-,-
Submit thesis on Koinon,Present thesis in Colloquium,The order is mandated in the official examination regulations set by the university and the Bavarian State Ministry. The FPSO states that students are considered registered for the Bachelor Colloquium only after successfully completing their Bachelor's Thesis.,-,-,-
